ID	LD03	LD03	LD03	LD06	LD06	LD06	LD09	LD09	LD09	LD12	LD12	LD12	LD15	LD15	LD15	LD18	LD18	LD18	LD21	LD21	LD21	LD24	LD24	LD24
Ot06g02370	0.704509774	0.783539368	1.118186174	0.437282781	0.745486434	0.815669766	-0.627228582	-0.977690246	-0.983596262	-1.10464403	-0.139536207	-0.223453845	-0.061952808	-0.173572651	-0.29095151	0.213557551	0.298328136	0.276593832	0.382051918	0.611134749	0.557348494	0.864415892	0.675212824	0.838807151
Ot01g04010	0.236334905	0.39274159	0.571361527	0.463354346	0.683593842	0.848640477	-0.295110428	-0.024760491	-0.012191208	-0.497469694	-0.009875517	0.022063399	-0.217317136	-0.256038087	-0.435531702	-0.114485796	-0.122720657	-0.216145327	-0.096193758	-0.163092081	-0.291027441	0.05904136	0.125194038	0.298155159
Ot06g04440	0.017277261	0.440071825	0.558791803	-1.196393367	-0.16489627	-0.278259614	-1.038326309	-1.500837991	-1.88278283	-1.258832627	-1.585401255	-2.064234577	-0.997124109	-1.123006016	-2.262947425	0.094325224	0.099856126	-1.111738572	0.770998187	0.975834799	0.977861384	0.819790153	0.571068203	0.60591606
Ot07g02840	0.06396321	0.195676167	NA	-0.268305956	0.325156288	0.165365907	NA	0.073557946	0.052610057	0.150356033	0.119194466	0.293061686	0.654932964	0.446341789	0.166542584	0.984511482	1.37735779	0.755858859	0.409852929	0.504813709	1.469125397	0.157081087	0.146399434	NA
Ot06g02440	0.268337584	0.210769467	0.424882392	-0.001249597	0.145892378	0.255952302	1.431404125	0.956637108	1.718205928	1.610189588	1.841406035	1.994621548	1.234554997	1.346769146	1.410178934	1.119957003	1.337074485	1.384674413	0.702018089	0.856165894	0.966177968	0.461990047	0.509470128	0.823560053
Ot01g03960	0.070742302	0.6629256665	0.651240443	0.048456061	0.403455491	0.313084217	0.474616097	0.646114289	0.860577921	-0.645719664	-0.12547361	0.047718768	-1.068806961	-1.21658645	-1.246618534	-0.903648335	-0.902208057	-0.919116304	-0.373848386	0.056382392	-0.01375427	-0.111706698	0.339647681	0.341823575
Ot06g04490	0.925431661	1.492005469	1.540159782	0.915396386	2.03323992	1.987318632	0.546564426	1.348193894	1.855179838	-0.802884231	-0.77729515	-1.042945634	-1.220792614	-1.109683253	-1.011603124	-0.900805699	-0.824644862	-1.504011421	-0.161361936	0.13362822	-0.809790724	0.81874143	0.918759471	1.090520732
Ot07g02780	0.114618039	0.39703497	0.606036811	0.284049644	0.538297846	0.669953515	0.705138445	0.94630817	1.381333154	0.218549798	0.449143175	0.804832241	-0.086511269	-0.024343985	-0.092546346	0.072217254	0.08952626	0.1813897	0.207163159	0.526751134	0.437098334	0.530220432	0.503439365	0.666117583
Ot10g01150	0.246492667	-0.265630808	-0.243923855	-0.160482858	-1.014412285	-0.944695299	-0.331761695	-0.90285704	-0.589198769	0.278177517	0.332817643	0.508098685	-0.003791404	0.12767972	0.29374334	0.222000302	-0.044464119	0.014272513	-0.032550487	-0.004115121	-0.092018248	0.165368368	-0.112772942	0.03100393
Ot10g02240	-0.299864721	-0.546483412	-0.619719705	0.317177823	0.082205114	-0.031976024	0.950075333	-0.109708162	-0.043822148	1.32695029	0.313633615	0.254095459	0.556168867	0.499519963	0.493202143	0.657117934	0.394166123	0.256569288	-0.51875946	-0.699156344	-0.740101837	-0.770075818	-0.586903924	-0.699321706
Ot10g03440	-0.185164952	0.364465136	0.462125078	-0.24840015	0.218071818	0.330595027	0.16135536	0.721414511	0.807342145	-1.068523112	-0.409537811	-0.171988944	-2.36900108	-2.975207517	-2.603085155	-1.914189193	-1.900861004	-1.580876081	-0.305106862	-0.13835022	-0.046854501	-0.253929257	-0.056957438	-0.009630065
Ot11g00450	-0.810756023	-0.507736981	-0.50970548	-1.106881965	-1.048993775	-1.21718241	-1.672832801	-1.197390014	-0.997035397	-1.15291305	-1.614129045	-1.837542428	-0.44612895	0.01422889	-0.344288922	0.353149788	0.980662076	0.50950025	0.939914714	1.283003095	1.596074829	0.084942741	0.080033254	-0.073379841
Ot10g01500	-0.43911996	-0.570843764	-0.307720399	-0.8478416	-0.754347483	-0.722998828	-1.135042839	-0.942995685	-1.02885553	-0.010616325	-0.678869072	-0.742616095	0.455203081	0.509315465	0.506796116	0.490568685	0.582278432	0.54487939	0.23638599	0.337420359	0.529702005	-0.115363811	-0.257240345	-0.186553122
Ot03g00290	-0.592182117	-1.260886359	-1.616336532	0.632531225	0.786602641	1.051590958	0.741333191	0.400127643	0.795281865	1.434987299	1.569343698	1.701768675	0.534363611	0.455229289	0.685552262	-0.596897904	-0.586885535	-0.085261217	-1.051469086	-1.571931662	-1.76937446	-0.910967174	-1.527398385	-1.786168566
Ot03g02300	-1.654070722	-0.971694002	-1.0206394045	-1.893325358	-1.025194994	-0.712218282	-4.620891913	-4.993925995	-5.023285334	-0.161762647	-0.631655969	-0.348060365	0.961618193	NA	1.024581789	-0.450749978	0.385347286	0.697019572	-0.309595816	0.819329157	1.070476271	-1.133548204	-0.471900188	-0.378097476
Ot03g03610	-0.819284166	-0.952976913	-1.183969491	-1.094989656	-1.599169512	-1.674450115	-0.026561171	-0.195602987	-0.158067073	1.407369886	0.750360771	1.038556207	1.111594241	1.107751108	1.030587475	0.556363211	0.661066702	0.782560306	0.343955452	0.166750329	0.305934891	0.158062492	-0.218361068	-0.039094872
Ot03g04510	-0.23689666	-0.504266172	-0.366127944	-1.352676058	-1.406506651	-1.878265902	-1.069524975	-1.448046035	-1.464113253	-1.025507863	-1.600832118	-1.900402009	0.540140002	0.540005019	0.482003091	0.560959563	0.566579847	0.574887976	1.024401997	1.104494185	1.28030996	0.636241186	0.424353346	0.5967623
Ot03g00240	-0.097204179	-0.0427777005	-0.1189646195	-0.402720375	-0.495831848	-0.537327465	-0.220007018	0.160263753	0.267209004	-0.231146545	-0.128798926	-0.034751013	-0.646621159	-0.671293696	-0.746694886	-0.3267447	-0.529481552	-0.558565573	0.101173879	0.331868765	0.413001645	0.244771788	0.273296165	0.418914169
Ot03g02370	0.189150292	-0.63870837	-0.445306978	0.073888084	-1.110539771	-1.073524057	-0.167197647	-0.929923516	-0.865996862	0.428446779	0.112252985	0.091406923	0.349629569	0.363274191	0.305089012	0.451344954	0.277347304	0.10666479	0.558299783	0.542461053	0.492633336	0.408002692	0.126316966	0.179681321
Ot03g03650	0.213426335	0.912630811	1.109307015	0.393323375	0.76854266	0.964994322	-0.16445918	0.472872529	0.480204043	-2.128186674	-1.811729829	-1.827559629	-2.909575419	-3.550058089	-3.271483064	-3.115706276	-3.465559159	-3.033140554	-1.280394237	-0.632888855	-0.792692571	0.237261882	0.476411653	0.584746112
Ot03g04650	-0.118850395	0.334665946	0.5436219795	0.050683036	0.228661356	0.925966256	0.275187832	0.519429312	0.549326472	0.261497686	0.000448875	0.050944835	0.238344772	-0.28425992	-0.0253759495	0.239142092	0.269468377	-0.240528455	0.165197898	-0.23022703	-0.058527543	0.374560539	0.19874211	0.936135751
Ot03g00080	0.3149849	0.165784137	0.25518821	0.508314806	0.31016054	0.237680467	-0.031688449	-0.343009043	-0.15276431	0.437557262	0.0866965	0.095111861	0.650829962	0.437569862	0.464710441	0.809726901	0.55090443	0.491399966	0.648972229	0.350384463	0.393571104	0.353610612	0.152563519	0.280532076
Ot03g02500	-1.770784899	-1.559590793	-1.655584586	-1.916670467	-1.834145945	-1.599067169	-0.95186174	-0.356923103	-0.249789812	-0.364802158	0.11481116	0.313383642	0.799781932	0.735138532	0.742344764	1.23171077	1.018948441	1.199414524	0.334362873	-0.103989579	0.22182964	-0.329657743	-0.927243326	-0.940576556
Ot03g03670	-0.410138702	-1.208179089	-1.156472851	0.274473898	0.393485218	NA	-0.437047304	-0.695898219	-0.783049836	1.086390561	1.000552441	1.3549354065	0.470527713	0.59241708	0.616206712	-0.632977691	-0.340973676	-0.222670361	-1.61841796	-1.950415062	-2.495528586	-1.628161655	-2.286653244	-2.450810765
Ot03g04700	0.871037789	1.108518729	NA	-0.30571866	0.893779997	1.258369505	-1.796023356	-0.819484027	-0.470009778	-3.250048122	-2.711389191	-2.567034483	-3.356290003	-3.012538031	-3.221789441	-3.532455294	-3.300190404	-3.35448784	-3.040959742	-2.333843689	-2.855832315	1.186983799	0.733020003	0.869071669
Ot03g01300	0.395891353	0.538897027	1.080327311	0.334172706	0.688996078	1.339159825	1.000247141	0.898999768	1.608171462	0.746271583	0.580080643	0.597799444	0.568118878	0.300464513	0.243542169	0.673470774	0.338157212	0.306225057	0.483548518	0.4956942	0.927136958	0.435221901	0.298987725	1.173953962
Ot03g02580	0.427087331	0.928596425	0.981948054	0.190974263	0.660108094	0.496813361	-0.691236607	-0.524536919	-0.031508208	-0.465721767	-0.624282862	-0.293829105	-1.026983059	-1.399192096	-1.458174123	-0.482331592	-0.829711911	-0.875482047	0.092746035	-0.018685061	0.123626653	0.184326867	0.440747072	0.489618587
Ot03g03840	0.211299223	0.25194669	0.298261188	0.019464902	-0.361924434	-0.332380802	-2.792638298	-2.56018818	-2.223847499	-0.695560787	-1.790999985	-1.686412543	-0.010666516	0.268690219	0.229970928	-0.017878457	0.352605526	0.259050537	0.612666714	0.87930199	0.861639959	0.500465753	0.629606695	0.629114682
Ot03g04760	0.266177393	0.109093036	0.133812805	-0.149307383	-0.260483064	-0.184295389	-0.12657917	-0.048838736	-0.0221681265	-0.110618994	-0.391755234	-0.237114228	-0.617439046	-0.825051424	-0.768745356	-0.616031054	-0.933179409	-0.731195275	-0.388289464	-0.378248181	-0.465481505	0.254524699	0.217190234	0.281729497
Ot06g01890	-0.064804257	-1.034136757	-0.919704656	0.157481641	-0.870264974	-0.713268903	0.093686773	-0.106945451	-0.22544181	0.867991139	0.685311572	0.70728916	0.366515475	0.26774607	0.288841332	-0.010332855	-0.3036943	-0.208329256	-0.330971657	-0.541898875	-0.557997433	-0.189475297	-0.692552678	-0.590478124
Ot06g03170	0.020135753	-0.373324583	-0.544786339	-1.01745845	-0.951726272	-1.086258659	-0.971142233	-1.260143496	-1.030201802	0.561351426	0.530832445	0.766033451	0.639356853	0.612662941	0.366585672	1.109678093	1.032473113	0.761432135	0.680673031	0.674887799	0.853042622	0.177463255	-0.386890727	-0.199517592
Ot06g03740	-0.175838674	0.037469589	-0.007049676	-0.621988134	-0.123017096	-0.060777934	0.109622564	0.50321886	0.518954955	-0.948847021	-0.521027283	-0.3920913	-2.306457003	-3.224024011	-3.388714419	-2.687748988	-2.970297685	-2.899930284	-1.078961215	-1.208496769	-1.235427815	-0.364607657	-0.097172177	-0.068219822
Ot06g04740	0.204464638	0.564295104	0.632122077	0.439104728	0.823371399	0.97133864	0.469216564	0.510918009	0.282775583	0.571543152	0.412127477	0.229267331	0.328415657	0.148969951	0.136583682	0.15265196	-0.005008557	0.006840598	-0.030145139	-0.149526221	-0.091453058	0.184164235	-0.020031502	0.010804441
Ot06g01930	-0.030687473	0.076945004	0.361959646	-0.217630478	0.454309454	0.577086547	0.462386064	0.374901109	0.846018346	0.358013663	1.093476275	1.983178955	-0.155131521	-0.391874505	-0.446534139	-0.39717332	-0.445232654	-0.453636565	-0.097588234	-0.144290293	-0.209225532	0.276242019	0.08928575	0.276536955
Ot06g03260	-0.336278771	-0.608898416	-0.499903822	-0.268513269	-0.084258554	-0.239253318	-0.098417011	0.26940832	-0.021386366	-0.336280575	-0.004272117	-0.2457456	-1.630068592	-1.676634826	-1.57955776	-2.02130563	-2.331135842	-2.21293382	-1.421829075	-2.012569828	-1.948655689	-0.442482774	-0.999701109	-1.074814348
Ot10g03500	-0.394589304	0.180764571	0.224986533	-0.37551784	0.196907529	0.541895908	0.078287069	0.405143991	0.381503735	-0.321753215	0.165850068	0.404954174	-0.698389544	-0.677337158	-0.783582597	-0.820989461	-0.698155788	-0.771111062	-0.412123459	-0.173680344	0.098586527	-0.055603631	-0.186912457	-0.068831792
Ot10g01900	0.512414902	0.780078775	0.896319051	0.558721917	0.763575489	0.697833565	1.325059759	1.320643757	1.406184867	0.315723642	0.468924045	-0.3892288145	-0.057349822	0.02667343	0.009040316	-0.087802232	0.241230417	-0.087789696	0.694655273	0.817822907	1.186192874	0.379665479	0.541224378	0.702114582
Ot09g01820	-0.092453027	0.132769157	0.227229028	0.182861507	0.142876161	0.145715787	0.946506862	0.650293926	0.868072299	0.244465748	0.399644324	0.567937273	-0.798596748	-1.070456583	-0.906053812	-1.463188438	-1.666213029	-1.270609274	-0.779215194	-0.906855137	-0.613063799	-0.452491503	-0.503883584	-0.166234523
Ot04g04310	-2.923728188	-4.02645333	-4.186914082	-1.694634892	-3.816043302	-3.576489482	0.610385436	0.554374937	0.6697131685	0.678380998	0.731378885	0.9054667745	0.368689339	0.31373463	0.419132487	-0.049675689	-0.101232639	0.245889806	-1.205151513	-2.246302997	-2.124930662	-1.993289935	-2.904600695	-2.640463266
Ot13g01440	-0.732445472	-0.213081208	-0.496331448	0.007354082	0.057052142	-0.097038998	0.854003112	0.177549434	0.279022005	0.308008384	-0.054996113	-0.475745311	-0.01886945	-0.064165703	-0.149306012	0.066577542	-0.238860606	-0.1566485755	0.008278416	-0.07734987	-0.234088698	-0.025526164	-0.057547627	-0.351927067
Ot13g02250	-0.236988671	-0.261401737	NA	-0.282051918	-0.098280283	NA	-0.775969819	-0.215776737	0.114459639	-0.369725036	-0.131538955	-0.493727112	-0.291511519	-0.36834475	-0.192932707	-0.503812358	-0.207200454	-0.596956033	-0.308238301	-0.128419348	-0.595903352	-0.282327061	-0.169273502	NA
Ot07g01740	-1.112763813	-1.172699837	-1.128589927	-1.584354628	-2.323728253	-2.190299527	-2.696974651	-3.077850491	-2.945218506	-0.101207252	-0.493335853	-0.282206935	0.634130414	0.607003019	0.543224552	1.017283144	1.054223438	1.009778991	1.125899613	1.307066283	1.381047694	-0.100492975	-0.100892051	-0.046665363
Ot04g04330	0.192510945	0.46457612	0.462485661	0.786865831	1.053987497	1.325749846	0.544806346	0.47100291	0.459490088	0.739983048	0.673171257	0.879881979	-0.159296603	-0.41146408	-0.337126471	-0.880901476	-1.032139304	-0.846325942	-0.882504539	-1.100138943	-1.354000067	-0.316279395	-0.358036519	-0.372234832
Ot01g04550	-0.16385334	0.253313436	0.487900369	-1.060095568	-0.841954026	-0.617997464	-0.809852066	-1.111771914	-1.187813063	-0.247176738	-0.584064034	-0.677834175	0.5934097	0.472290481	0.199488394	0.547031356	0.57924239	0.142527708	0.786839252	0.995559176	1.32118185	0.636669347	0.437452094	0.665615586
Ot16g02340	-0.382972801	-0.242736748	NA	-0.768540895	-0.617044124	NA	NA	-0.705128865	0.558812261	0.505960326	-0.617985037	-1.303706195	0.769502713	0.574967474	0.4754371955	1.073045446	0.573641358	0.461922595	0.745068303	0.670191484	1.412467358	0.654928082	0.157341543	0.550685784
Ot04g04370	-0.367735501	-0.083261842	-0.026739227	0.341085921	0.616642648	0.738043005	0.871746729	0.829559086	0.867029368	0.745170759	0.723019211	0.756910674	-0.113379068	-0.381077384	-0.238965423	-0.716858057	-0.567539682	-0.3684831465	-0.792074748	-0.872814385	-0.867050395	-0.769081063	-0.993653283	-1.052456072
Ot15g02400	0.044854448	0.461322554	0.439272995	0.183568461	0.626258655	0.712555205	0.314469819	0.333578435	0.618858697	-0.158206961	0.638829888	0.808872844	-0.581106357	-1.232805545	-1.170935776	-0.567283604	-1.127130524	-1.075542472	-0.146084967	-0.126513001	-0.083569543	0.235620161	0.003096787	0.126214873
Ot14g02810	-0.159127225	-0.718951687	-0.815894742	-0.025319041	-0.612153381	-0.637925624	-0.038675016	-0.126868848	-0.166656351	0.532635457	0.080920516	0.1615521925	-0.142052025	-0.276992465	-0.184040193	-0.521037169	-0.809705879	-0.444061335	-0.043864437	-0.269272595	-0.11532667	-0.447676127	-0.76958545	-0.670661106
Ot03g00670	0.269733002	0.099182176	0.050260007	0.15513688	-0.376655753	-0.361152521	-0.393834061	-0.742828136	-0.843651323	0.280053566	-0.045966151	0.102092379	0.115591725	-0.039048497	-0.039522378	0.097926033	0.093465847	0.18679996	-0.028201053	-0.133960474	-0.085861421	0.148302646	0.18686035	0.111931072
Ot03g02240	-0.570194052	-0.667442554	-0.734675982	-0.654187968	-0.692606474	-0.93263598	0.769945713	-0.027799441	-0.024114614	1.360017084	0.845654815	1.521640856	0.75997313	0.573676617	0.618675521	0.43093704	0.122204517	0.17196097	-0.107897929	-0.221845031	-0.080964141	-0.108265286	-0.308482541	-0.26255359
Ot03g03370	0.001074691	-0.389417879	-0.432708312	-1.104762038	-1.698661717	-1.610665993	-1.710808982	-2.754693123	-2.588574324	0.144105409	0.23449383	0.288408768	0.615466469	0.650462156	0.675048015	0.58316812	0.589999906	0.665779715	0.411507343	0.61422098	0.631769817	0.350515548	0.230107535	0.422064223
Ot03g04330	-0.578898654	-0.875099471	-0.975324651	-0.451577911	-0.59952189	-0.700240322	-0.074012266	-0.047371145	0.126457225	0.249849057	0.77086712	0.739398492	-0.276635824	-0.252762234	-0.488423919	-0.470375828	-0.737950716	-0.88424419	-0.141976976	-0.022108256	-0.12531222	-0.402863713	-0.69938719	-0.676955518
Ot03g00350	-1.466339373	-2.627177582	-2.562148888	-2.864350156	-4.362529306	-4.371453906	-0.721226299	-1.83136126	-2.026857767	0.383297006	NA	0.177669227	0.462923767	0.550677311	0.62712509	0.298956719	-0.062733393	0.114030143	0.5951223	0.718421985	0.932153229	-0.033284902	-0.388186406	-0.225758244
Ot03g02260	0.147518457	0.2409226	0.859801897	-0.182176	0.141353203	0.722110721	0.461351979	0.055283725	-0.50373954	0.3863516	-0.049955206	0.456139964	0.420944549	-0.118917475	-0.048091066	0.373554598	0.075176195	-0.046204113	0.27149107	0.089172973	0.729866952	0.313673632	0.1482639	0.842737522
Ot03g03440	-2.323746261	-3.709138402	-3.592093167	-3.774179616	-4.873445773	-4.848104335	-1.528170427	-4.097687524	-4.035129625	0.824691499	0.244200557	0.520038765	0.574563687	0.510981427	0.585894766	0.264040717	0.096079538	0.4431558	0.370652261	0.247657647	0.487128765	-0.180604912	-1.116030926	-0.894070763
Ot18g00430	0.457353875	0.033559448	0.040035945	0.609196781	0.651452808	0.567336313	1.013855166	0.619840587	0.696447436	0.639047723	-0.021375984	-0.072475806	-0.850812677	-1.0615902	-1.136415992	-0.816592876	-1.302597684	-1.473875832	-0.767252648	-0.92625326	-1.008453406	-0.214656145	-0.383937729	-0.438890094
Ot19g00680	0.158463034	0.186297365	0.281738643	0.599975691	1.132978938	1.349337942	0.87348059	0.463710055	1.049993089	0.802293004	0.654295347	1.001831823	-0.079535872	-0.184135179	-0.196344615	-1.091485286	-0.783515685	-0.78897198	-1.765616004	-2.404460531	-2.827384095	-0.99481227	-1.093565545	-1.538685701
Ot19g01120	0.000334397	0.310517114	0.202725008	0.223216112	0.965053177	0.970259639	1.181484622	1.363456029	1.645819091	0.534140443	0.549588255	0.68099836	0.316236289	0.281145911	-0.065498537	0.164239373	0.089322755	-0.305966604	0.483890954	0.042182282	0.204748708	0.224211038	-0.008536094	-0.133804707
Ot18g00590	0.111208624	0.275867929	0.210191944	0.512376627	0.618094416	0.778679415	0.871901662	0.736600404	0.995417676	0.740794395	0.404190553	0.508303797	0.385041199	0.246637393	0.168837716	0.148217694	0.094243987	-0.02143297	0.453918733	0.123668971	0.486429115	0.375863502	0.147738014	0.275100855
Ot18g00400	-0.094985962	-1.565471639	-1.4872599095	0.013412885	-1.5041833535	-1.6359535445	-0.094054863	NA	NA	0.602216736	NA	0.291295707	-0.064921851	NA	0.0351731315	0.006457976	NA	-0.964089903	1.505933798	NA	NA	0.223468978	-0.6375950095	-0.454740195
Ot19g00750	0.153964235	0.411291584	0.312908488	0.798649643	1.387358064	1.519325665	1.151369027	0.986338733	1.570461473	0.776509276	1.0905345	1.289152594	-0.100482801	-0.496516841	-0.43202846	-0.624356288	-0.92799211	-0.566497449	-0.78427955	-1.613429915	-1.921728321	-0.58401002	-0.646260479	-1.105360174
Ot19g01140	0.032252122	0.266848532	0.130502888	0.300627724	0.647768791	0.544408535	0.866331211	0.729951373	0.57387199	0.730644859	0.385629386	0.159547426	0.24279927	0.402099658	0.49454592	0.336803865	0.171429078	0.00182818	0.407335552	0.255440563	0.527465992	0.423859275	0.315240035	0.068700071
Ot17g02350	0.626705408	1.351362712	1.686651473	0.261381073	0.744058119	0.740294695	-0.463845407	-1.11198792	-1.970266425	-0.666108816	-0.876910452	-0.84531635	-0.233350892	-0.35394354	-0.290550475	0.570904779	0.230315986	0.238665386	0.739114715	0.702982372	0.935785954	0.974549772	1.191362258	1.147924791
Ot18g00370	0.600892667	0.667868925	0.6235161525	0.671594832	0.685713546	0.579244292	0.075684852	0.071276608	0.035420043	-1.313170254	-1.3733904	-1.381791647	-3.254056404	-3.633734027	-3.956370142	-3.310047655	-3.744949605	-4.052307383	-0.886905294	-1.001423833	-1.265491169	0.216519342	0.306745365	0.306276613
Ot19g01170	0.053507658	0.193423569	0.033627494	0.100077892	0.671310615	0.643769662	0.769316464	0.909733401	1.349354333	0.162132325	0.560060729	0.585834245	0.56864082	0.493557508	0.02702512	0.520423486	-0.089871029	-0.007801636	0.36069319	-0.00096557	-0.607331705	0.205915145	0.061857216	-0.361902788
Ot17g02390	0.294000282	0.104913812	-0.025332689	-0.040852647	0.028412472	-0.049337413	-0.562668727	-0.823798242	-0.985674963	0.395781508	-0.115091573	0.032073265	0.447772667	0.429863722	0.226753471	0.588456117	0.598925603	0.450746681	0.625332547	0.667285708	0.787068641	0.589633624	0.265288061	0.280087312
Ot18g00340	0.973845819	1.070466596	1.102974211	0.428445356	0.466427888	0.248173968	-0.526863735	-0.833075334	-0.647199252	-0.251899918	-0.513326763	-0.330043258	0.258747894	0.05389667	0.10577742	0.307257731	0.112424659	0.222508554	0.383029148	0.14407875	0.175190708	0.722881589	0.60281214	0.723526009
Ot19g01210	0.130875753	-0.059367445	NA	0.293559323	0.542997897	0.44939631	1.071822886	0.78445453	0.561021945	1.270645553	1.150685855	0.859065794	0.952901605	0.512913883	0.382386673	0.408952052	-0.103251316	-0.1133459345	0.078900647	-0.111437862	-0.675903694	0.520478326	0.087352143	NA
Ot14g01380	0.487388352	0.452555413	0.453972274	0.571617163	0.356666946	0.294914316	-0.875354237	-1.184530329	-1.194181764	0.454422564	0.031824296	-0.005355369	0.029974494	0.080907966	0.091187204	-0.091200428	-0.010824065	0.023147153	0.266024888	-0.015746997	0.005225354	0.32744197	0.384991432	0.346544419
Ot08g03280	-0.093721377	-0.049234562	-0.70021606	-0.394225993	0.148005795	-0.188397138	0.222346458	0.065600639	0.525837213	0.223791445	0.042999716	-0.365606141	0.492085156	0.122934479	-0.153927821	0.64007503	0.417678974	-0.183236324	0.537822327	0.516998123	0.910292229	0.425513097	0.135577815	-0.623053195
Ot04g04570	-1.184600516	-1.250635579	-1.1855251	-2.817791567	-3.057522612	-3.210478427	-3.097953542	-3.359108216	-3.360410216	-1.507875814	-2.377889338	-2.730183427	0.580474912	0.704995628	0.528399331	1.147308105	1.262499247	1.114249125	1.295610066	1.353054368	1.621798863	0.041528109	-0.050080484	0.008162162
Ot14g02310	-0.10161837	0.040669569	-0.073409235	-0.445747743	-0.183795165	-0.181047196	0.043585374	0.343195747	0.272333181	-0.220460492	-0.043567963	0.196940046	-1.458724098	-1.88574984	-1.8609243	-2.130764441	-2.272683545	-1.975258604	-0.786627825	-0.347798537	-0.584351596	-0.173607762	-0.006859585	0.050788707
Ot14g01400	-0.545027384	-1.528526123	-1.524604319	-0.364064349	-1.283184218	-1.223552382	0.023352708	-0.588463408	-0.730724342	0.631109691	0.102646867	0.299176029	0.900552271	0.786262017	0.832088008	0.805904993	0.650309941	0.615634264	0.291480972	0.084341837	0.247186116	-0.114692026	-0.835371182	-0.698721684
Ot06g00900	-2.288101603	-2.397549098	-2.63834666	-2.361083212	-2.180916207	-2.837268836	-2.105895911	-2.090691434	-2.087044172	0.149666463	-0.267371816	0.168562373	0.830519131	0.832841774	0.837818986	1.043378753	1.053856766	1.1366209065	0.889587529	0.85590573	1.012380121	-0.161815044	-0.831836837	-0.747353907
Ot16g00900	-0.033560025	-0.09055157	-0.089042005	-0.358624063	-0.167909396	0.040544712	-1.976580671	-2.333689345	-2.920124394	0.895949206	0.294353036	0.520845975	0.723352538	0.952249605	0.964553687	0.364823568	0.356863428	0.338214185	0.159891523	-0.068856828	-0.214578014	0.386566297	0.275852945	0.361358428
Ot16g01380	-0.027974971	-0.528720086	-0.304764819	-1.167130453	-1.888351251	-1.851312986	-0.447885387	-1.450747369	-1.640535489	-0.476238329	-0.532428447	-0.498589194	-0.529043682	-0.778218105	-0.823874553	0.082721544	-0.145386773	-5.93e-05	1.060712425	1.133886689	1.179195162	1.036904472	0.643602965	0.733227879
Ot16g00030	-3.853623596	-4.618034722	-5.234576792	-4.385261002	-5.329348522	-5.63550017	-4.634705127	-5.500636078	-5.4758640455	0.739205726	0.359640673	0.231968855	1.103188291	1.534952483	1.502405595	0.975812494	0.996006184	1.0059127925	1.197648232	0.552868877	0.888150323	-1.141813627	-2.497373066	-2.434315559
Ot16g00510	-0.270718503	-0.471489614	-0.449861918	-0.322839296	0.045747469	-0.06455482	0.282999288	0.389126993	0.233385977	-0.726004613	-0.069918008	-0.147975595	-3.207996721	-3.898152174	-3.693597239	-4.17980186	-4.607951987	-4.164590713	-1.908918245	-2.77694279	-2.606029903	-0.294829174	-0.893407815	-0.792460182
Ot16g00930	0.234382445	0.27449829	0.457500456	-0.113450418	-0.487320671	-0.385214021	-0.766380831	-0.954042469	-1.01726432	0.428307317	0.226922099	0.28112885	0.31856388	0.045485509	-0.074495298	0.414952861	0.372410033	0.144406115	0.70124887	0.837735797	0.834198571	0.876222308	0.884418007	1.030182281
Ot16g01420	-0.270898761	-0.131619463	-0.116421914	-0.438568956	-0.344819331	-0.247996217	-2.207696112	-1.983661465	-2.345193614	-0.0108975	-0.675208462	-0.545877377	0.116479367	0.037246978	-0.111506533	0.854831165	1.058283879	0.749614157	1.182883375	0.963333267	1.111987163	0.275740766	0.139200204	-0.012802976
Ot16g00040	0.006590763	0.144536155	0.535760138	-0.046356842	0.151401632	-0.147899563	0.196420117	-0.223915013	-0.719821981	0.586828861	0.194328622	-0.425285419	0.579832495	0.094121486	-0.23653686	0.309822551	0.028406003	-0.423963616	0.332138468	0.003577232	0.494783418	0.148567372	-0.003099314	0.330148958
Ot16g00580	-0.216407537	-0.097647047	-0.014948801	-0.006254739	0.184184661	0.088448221	0.461882056	0.237569756	0.597549389	0.367255324	-0.017630723	0.211027453	0.494990528	0.281853843	0.006755794	0.551285805	0.283239333	0.011973604	0.206490488	0.081437961	0.163279222	-0.023400293	-0.175547009	-0.149925435
Ot16g00950	-0.107707849	0.273598052	0.46874614	-0.286557266	-0.226170517	-0.275922892	0.129640477	-0.568179217	-1.294016714	0.774612551	0.114783197	0.286418073	0.85645563	0.74922805	0.177710494	1.210518221	0.95570891	0.1287324	1.125084693	0.923145179	1.611589601	0.379666613	0.517951882	0.58262341
Ot16g01440	-0.191342969	-0.275194259	-0.343419528	1.352134119	1.182018733	0.939769173	0.863202138	0.493815089	0.731467337	0.999006274	0.909700116	NA	-0.660460935	-0.87585869	-0.759159474	-3.358754481	-3.544806944	-3.441811366	-4.48629854	-4.724080282	-4.946969549	-2.760706434	-2.887368804	-3.262284247
Ot16g00080	0.303303033	0.589658568	0.678997697	0.426762801	0.917224572	0.955984235	1.144150571	0.908400472	1.346791113	0.701785811	0.779839898	1.009703265	0.193991551	-0.205802028	-0.33780791	-0.259436327	-0.587044535	-0.591512663	-0.110579428	-0.298298849	-0.38769776	0.202902956	0.09763086	0.086915486
