ID	LD03	LD03.1	LD03.2	LD06	LD06.1	LD06.2	LD09	LD09.1	LD09.2	LD12	LD12.1	LD12.2	LD15	LD15.1	LD15.2	LD18	LD18.1	LD18.2	LD21	LD21.1	LD21.2	LD24	LD24.1	LD24.2
Ot10g00200	167.484998704249	153.773934721909	141.507011802181	159.91445784671	166.43587871107	154.508328990165	152.732322007956	166.663208770952	173.130929424999	224.337197255979	188.007861140451	188.479824634619	354.949930283243	351.504298836865	347.815818942621	391.489062499617	381.416773259138	391.120059681253	330.225777887302	334.475285159454	329.636760443552	280.198299802876	243.625881029571	250.012349349649
Ot10g00710	310.022561228215	286.609096445801	NA	312.358395410069	308.416501486147	291.350129599306	327.845475100582	322.38202969103	312.920804483138	329.96773635705	311.479137252192	269.510290532856	332.131885904675	322.258796579126	343.205929977358	344.013725952671	331.316585052937	330.884677060402	335.426442894073	321.480119396189	318.529373158407	314.174693916463	306.152289547158	291.554432052877
Ot10g01030	359.219148789809	354.452326325847	358.006786595101	342.719204092431	311.732889950417	313.535610773646	294.903494992018	288.563088671424	274.840428221126	295.836002350154	270.410681877771	264.906294923003	290.873404089837	266.16740055934	270.694296382037	326.381170992569	271.797993060063	273.942659302179	327.636107119943	314.687431392061	318.762727926847	363.158635275265	339.902038314976	347.555818539
Ot10g01630	266.001686549556	255.965745625259	248.984321274338	267.843406358391	274.254981087452	276.425298879406	248.433997281016	266.67150072239	275.699215227005	297.269410014238	278.356865421565	272.45222316834	384.559966654443	371.935685440338	365.3002322968	391.945250590352	383.060647363527	380.729749927012	324.951148159147	301.821989508437	311.139003503468	274.281960121877	252.846179820011	238.311171898232
Ot11g02900	327.71014801435	325.601603550606	324.868876320725	301.172611541593	302.291226708165	301.55580551628	193.968758751516	209.536783554642	218.775963980669	288.494200985262	265.105855300309	271.411032167124	325.11244919216	334.824987285222	329.480296334231	334.395693877934	334.731089007055	343.240769671444	334.986921098113	333.819697974192	338.348990190901	338.880720716197	331.532666713842	330.264470874031
Ot13g00060	304.448803244797	309.212506661663	306.774619641421	318.351127316419	337.183209886039	337.443115948086	333.01500237157	346.419280496787	NA	284.521734110368	320.005554904305	NA	186.217713039207	153.738931173623	168.835939059903	141.827147329254	136.331520735761	153.688678899128	211.951543020462	184.000546140588	175.876628425059	281.839865363049	269.851309777158	270.841475729199
Ot13g00490	323.721382726234	316.439891889302	317.674278921171	329.63450859702	312.903630902169	315.397259249351	344.205382166963	322.439541123883	332.972321029462	333.02695601386	325.175889263665	318.678429894459	330.782232860453	329.507029060427	324.61364762792	329.126715749636	323.218168185224	317.726920212655	335.510088460472	327.430480132594	332.297402547501	323.256952056865	322.557415187549	320.775087024803
Ot12g00520	304.427289066183	290.558184062279	285.984634181381	286.819066770832	275.339117190932	276.221980647046	322.249324271987	320.074331134202	318.054390017247	317.722833342416	325.980541784479	325.050117275837	321.410495778303	309.801843973091	315.659061206076	317.265862781486	316.738963741963	328.177581595408	335.984520306232	333.551133986091	349.404069878887	319.818046473378	311.968156969446	318.499980025118
Ot11g03090	266.546374877389	224.141666924764	233.363788598441	205.974508489728	168.308318969163	162.89699378041	187.842543550758	155.958699589621	146.992323337531	336.620600410896	306.322746518448	296.451219435407	352.184887087234	351.916550269258	345.537776141069	371.185183043876	358.798531645745	353.256840354885	359.675698017391	366.544722813818	396.381973994738	332.79178261978	311.305480465953	315.792826597808
Ot04g02290	314.425446569498	302.583436244103	293.787602494605	306.360149285091	280.527309002285	286.618618748073	316.063402868918	322.294675042232	313.993726712103	309.424255692106	312.479435185765	305.256030262012	317.84551840481	322.4150777383	329.659146965567	333.359931690507	335.609537210061	332.059591341093	334.098596706547	334.505655347703	337.563524714389	313.980998566802	313.072005909207	311.467590020588
Ot04g02550	200.550872695124	196.572291912938	174.966898360337	200.485963289437	203.155434550662	197.670357435996	228.778686258792	242.71791790918	248.547060219492	288.464525923265	279.145006101369	276.594707133236	372.783377573607	374.095786815473	376.949899586069	391.30528848589	386.615094311986	396.022048454519	323.923099175249	302.33749117529	321.631903396232	223.206490644344	194.584813107698	193.996323099951
Ot04g01710	324.785229869084	314.330476304635	319.356911731017	311.720748678839	308.088416859456	312.496442425424	300.373498532055	317.14146561765	310.417588452191	286.671024607167	303.586131709856	302.30599230266	279.918275927112	277.92508212178	289.017806669196	285.655824456651	284.829352306354	292.345388520937	323.84692682731	326.329773424855	325.739690781269	327.149772596577	325.785586017899	325.044566720106
Ot04g01990	356.564379343453	351.766270422943	349.988763291676	366.978359853869	365.385717734664	373.279523831437	310.81565606313	321.193891908543	325.27491318109	283.541314806379	295.538955384672	296.252036677323	287.663151076599	278.26958686148	305.535462036906	316.029320057299	318.166133227548	333.080033181964	328.315441487328	325.131355825313	317.587253203249	334.538837361694	333.41653697212	333.238973062054
Ot04g03060	351.433140461148	386.427753318383	387.581454529425	360.700458198378	395.129326894088	396.314255461192	284.511756961991	329.98646256932	334.629336055154	204.422522403908	220.055814967379	208.918854380988	208.657178297337	196.629374256031	239.207366349893	201.887874863082	196.333486031025	234.867338506141	232.057977575906	247.473752657047	204.189716865302	317.311223415863	344.300725161137	337.412239232422
Ot04g02720	204.48641504518	193.922944324893	168.336123007585	229.165670083731	222.720148491029	204.327058342264	251.30816328477	245.801526296108	253.891197387973	345.525498247042	336.514062427385	330.198945845311	364.100429756208	376.236895098757	371.316387091383	377.343588533928	379.352180545015	370.895231298243	316.209615446796	294.167819356102	308.163170753586	249.534990512294	220.92807987693	209.223143390136
Ot05g03630	318.420550068532	328.265949256881	326.373121944841	334.603247111137	335.343843220789	339.498327535063	338.827720774975	354.599686768362	359.991322811613	325.72354488271	337.804152383524	334.999122102492	317.772081793899	325.73930544779	335.225359983715	309.704843214513	318.484654746496	333.807641137902	296.946503129659	315.500710644665	312.816737380483	316.999331816364	326.492254739248	324.987742910021
Ot05g03370	292.067013978695	303.285692368072	301.331480897353	305.464219268056	308.234367531972	297.577910459913	306.14440321546	337.081984285831	351.461196625108	292.099542894381	304.68478899655	294.794080433589	301.058216650164	313.607961992757	319.020529809266	302.647876766267	304.665597652498	321.02747573272	295.894178389465	313.295379693219	309.994466788049	284.790741352111	310.013788684314	300.167780406868
Ot05g03080	287.013418548997	308.75703528024	304.515877954009	271.333018936015	306.030567755231	316.136655517975	367.664196665762	378.465469992957	383.055431808907	327.210571820636	356.712272997125	359.603650310046	316.918520796934	319.014784120762	319.473709929782	317.941710178068	313.170531182094	300.307491931333	299.311374155713	306.897909830399	305.822593104372	294.677622083694	302.649763134048	308.302828109632
Ot05g02400	300.827614733443	292.783271901367	296.240225812026	262.120112048175	241.841622110449	235.345570108441	257.16475789709	242.272618977524	255.021001431493	328.159513202737	310.819948014583	313.578068086131	353.738140292523	344.404435258076	336.415746198227	355.607069383181	353.516827648484	345.675850303865	339.773428449981	339.373697468101	344.185722403086	324.440198114925	320.024132859508	319.40506168068
Ot05g03600	333.431395095548	297.806915736126	300.798541636449	312.416486761167	263.088295781167	263.228186419728	279.722159396645	278.532431254658	282.493652428456	273.118841193659	241.398511667244	249.536988209877	NA	319.905628924618	306.222137384361	322.169175203288	321.73601467671	319.499852936832	412.621323826978	463.731102822559	426.560618582521	374.880337920636	348.840136923826	347.048640302943
Ot05g03050	259.595847518404	233.274836887591	241.018655521051	219.27883829342	191.781125908386	183.673518915167	225.610770944895	206.948053167906	211.637176830518	319.964425898418	294.282925814006	295.965677035595	328.520051204408	325.18634107072	324.425857057514	355.209311649324	356.325523550716	354.283803483286	364.062737936763	355.218749516309	360.849905663675	321.807162513823	308.104291831609	317.56865197881
Ot05g02360	305.654828493219	313.528423024863	316.388566869331	331.191054104037	321.132653899211	323.116955695038	275.027552751824	269.090641507017	257.263286584484	342.81462911909	321.87047591132	326.483767917952	338.20984146999	335.002072279013	341.28013622899	315.265794982659	321.839031797271	335.345777897526	287.398668141428	297.481408851727	308.855468909435	291.673887202073	317.231434556614	323.944441363861
Ot05g03590	312.602960554207	306.816575337481	307.066443886033	316.186720964117	316.334912818099	316.724983568472	330.106825050079	339.638673525583	337.226882615607	322.908582684986	333.877535808656	341.185114662208	320.270585214515	321.04067529081	327.659176543432	298.70786457314	308.042447641833	313.127108133107	309.13210015597	320.255347026909	327.884867850549	305.982337332796	303.401585722383	308.746233675874
Ot05g03310	330.449842961515	342.976402492289	334.360384541544	340.951367478347	356.051667076194	356.971723538596	330.848654091972	357.849886651314	364.38881023829	309.76090086816	314.178225866024	313.837703158541	299.088136446144	303.25441800984	312.110495556864	298.836887045519	302.208679137735	305.518803625006	310.15896266179	326.913287694432	321.716263058369	310.102285085361	326.683366318538	330.498668941482
Ot05g03020	315.707018046377	340.394668220379	343.276818585915	292.928614538645	319.027275021032	302.69953286699	354.878529941202	352.396566815824	NA	223.283807063022	247.340955594312	244.408383978319	163.715709434597	131.413268748206	149.32087783183	153.034057682217	141.184670545502	152.153263923421	292.669947352611	302.99265479302	318.383423876987	320.608082879242	350.272654666119	347.739168099953
Ot05g02810	359.190435269949	344.686442583232	350.979702777176	341.112711129471	330.779728888383	330.089992793384	276.761562895267	314.668736542674	342.540501423081	265.729148327804	261.072630681298	251.232412818187	318.490987645959	324.440770023832	318.329013196215	328.9332533031	335.160422629652	333.598174094395	331.228407507863	325.585413010524	314.195263709786	339.837981440116	348.80230283324	346.892887886558
Ot05g03590	329.850379485864	312.870891425195	316.523893997717	315.437051370218	302.537365054958	301.28268505779	286.293905673405	270.612625960611	251.198238489338	296.461904145588	292.070010735841	285.492858788064	308.043006735799	314.478275405961	298.179030351027	322.884933006017	321.240195199881	303.033374774648	354.133949691613	356.609090884195	359.230885716267	334.649549475078	325.157950917354	325.028639898025
Ot05g03300	357.283106629424	354.924943803562	354.036611950666	381.6694662376	385.758837371759	386.398534788668	379.05992851743	383.062066070261	393.977090928251	323.088633368121	322.547711536997	318.814192309304	269.074017071573	252.641521667512	279.537733549247	251.376503047885	231.380610344155	265.320322236463	253.03883159505	241.627463828899	211.839567159962	300.761882220707	306.952808617107	304.978627378965
Ot05g02990	324.794887191937	314.792702551185	324.458631986348	333.515659994568	315.429064415938	320.806941132663	339.31519199206	330.424915160775	333.324218177615	321.159653125599	325.37803509752	320.909534727847	317.179945513826	307.4373060512	308.956135626449	312.391285926301	304.690277332369	303.732680890713	314.605588854171	313.095661995647	320.520036560852	302.949632084484	310.853748771033	320.059597239826
Ot05g02800	314.932981769116	295.83392734138	300.974602741728	306.429497550358	278.13072841585	287.375976421471	288.565728296392	287.599502425064	295.693971911487	291.792212739491	303.45216983641	312.746042281754	298.648091261005	292.256103832387	294.063049708018	304.426976491218	309.08254713886	315.931611694762	323.026902110014	336.78862376583	349.906952411748	326.79311579377	320.962410861561	332.341500488623
Ot05g03570	237.768721590284	237.574826007166	221.121854982739	251.835785230304	256.396717663386	252.272915943709	320.863855743351	297.49812758659	297.903050432311	343.902044287813	310.078040734102	318.729917841233	372.527738929146	359.053035409127	371.483293185782	371.502137978413	338.871766571089	355.026159919027	323.977888655566	273.57847738883	273.827304639098	249.326360697564	225.514663606924	217.078129278165
Ot03g02430	341.556510038532	359.273733441839	354.876043252441	347.298545525833	369.701370717097	379.791100923979	341.896776742271	382.14753761098	384.43062368207	304.072751197047	320.212798681971	321.820622038172	280.605857215035	273.580238979551	304.045904949019	269.235523059337	275.723753984676	319.598634656083	303.830782975458	315.233376637995	303.524636938	320.060280478535	337.694308651026	335.326479607731
Ot03g01610	289.627094525635	275.873033886185	273.124290663111	291.172469998726	282.489053592884	285.948509915899	345.754991882118	371.655597869257	364.264540085697	303.529185651977	355.094777901262	358.629812110698	262.453334201669	265.447224173304	266.491909185109	254.08521353271	282.431296779199	284.374011898689	321.550354379512	334.260044942766	325.388941455599	306.742844994628	308.461298726808	312.297496617289
Ot03g01910	326.64214625912	331.453291389374	336.444737473507	340.097484674602	363.726948537427	374.256075510283	277.351052763511	281.001200344175	278.08561847376	337.892367741105	341.795046595907	339.137442307501	341.590286261113	337.275482437154	349.035454543878	352.102793477665	354.915635055542	358.710983381732	338.823709150361	328.753544787326	316.602118548893	309.567707577545	290.322267064372	286.392363836467
Ot03g02450	340.220714245535	328.796363974361	336.850340269892	349.323229983685	349.180542905742	342.483682039209	355.589694135505	375.950967750524	364.130975728356	346.35458645799	354.793470810907	341.490015036792	334.975498938648	353.158239456984	358.180324463743	331.838272753282	355.001563578429	357.759153874404	326.475913328526	338.696135904511	311.372394145312	313.706766074924	327.450642377062	328.222114696525
Ot04g01500	342.454424558818	345.166417523393	341.964880440679	346.606911175509	NA	326.327391742733	274.206103679102	228.94557553358	236.430905863253	295.444178355634	261.255120081474	259.750546622497	NA	314.842729130959	306.112744999153	331.988965459908	324.368158796308	322.260156480456	NA	391.298814959309	407.018341475459	348.98833510097	350.37896151699	340.465005090915
Ot04g02160	334.609517917151	366.288908385459	370.237489137288	336.064951303638	392.133705345673	375.687282039593	332.545604057678	372.755261719	389.481029498187	268.84904555104	286.665517934178	309.571669038408	240.608252854702	242.796429447592	277.614989714738	240.678649331577	239.665961415396	270.092097801676	255.148277952438	246.025021779907	196.277159895928	293.8123521508	321.682194537095	306.201302608405
Ot04g02450	361.547018106296	381.70515766158	381.243896034439	332.05762660826	357.866258392135	367.608387596682	300.137861734524	333.671987776521	342.277652814462	239.336197356933	266.81326967724	256.900060691044	240.880462609276	223.164231520826	221.859390302693	259.028594608321	247.14521537628	246.893903460663	306.896915871519	320.583580627291	308.760845912618	356.215072204525	367.900354154589	373.259058201667
Ot04g01600	NA	264.638779315127	NA	NA	252.564530596585	245.63001213432	257.65116888856	220.260936523329	222.443797782105	291.059246030397	286.821724058499	290.2630509071	NA	318.554962952032	313.026336999615	357.648841679927	345.23470552089	341.681784562144	NA	NA	415.922412431737	322.869073968231	290.833595613059	NA
Ot04g02220	203.292833189006	196.235313253331	176.413415245606	254.657781355362	217.319501183443	218.6109891485	348.280748635918	359.504021139573	359.040462139135	368.370489580528	356.708572977924	353.916012688575	344.897129322494	343.807049067538	349.039672935882	317.190623057758	298.962141082087	316.283412562238	273.537944235555	252.202675691084	249.89639449205	251.880258430001	233.222947377889	231.988355602042
Ot04g02480	315.114162401264	309.098826287516	308.800233941291	322.398476825017	309.890265128512	309.903550007131	325.29544052492	307.962070475611	321.157871764459	328.568576201874	318.460973788953	319.299700184651	336.638579520523	346.798020942159	344.379524234793	329.239750444655	339.279306742094	335.147604864071	314.497441035821	308.106093005324	306.012532200847	308.352405028293	313.240019062773	316.108291879735
Ot04g01920	297.390979122885	276.595478938364	280.689568331545	286.035413006637	241.898594219754	244.952405844899	305.067237217534	276.125621773699	282.226377142883	335.675686882857	311.580633863114	307.137522168367	358.816619766681	347.269510072729	348.707923573233	353.895725709202	343.933658663532	349.186370753196	303.178635210823	267.992282547097	268.895536176584	303.89586087233	299.184300945497	306.239076291718
Ot04g02240	318.755693662278	301.89137997027	290.956053547482	330.977575646689	340.794758526466	335.777053447418	343.461783525011	350.710287017026	360.106213776163	339.796794851302	339.34330548602	333.948149127826	322.38069634698	329.799508173829	345.924465264514	326.473198921631	342.264891114249	337.450128123743	328.476650581569	334.044175613635	355.249828783922	305.007646391849	306.602976613596	298.592490603338
Ot04g02500	294.11287715035	275.615043447081	270.28190006493	287.678129972418	240.84799932801	238.745903266817	316.488152873686	292.380828620313	281.667674960185	350.392607448148	347.823174002265	347.155409882793	341.827919997447	340.39086627181	349.848295179824	329.829231966326	338.301319494748	350.253658075451	329.909787487865	330.661883026018	334.726481319056	314.784366642683	309.593180772066	318.520840894655
Ot04g01670	297.011963535666	290.519848081265	289.616881270396	283.246237716568	262.223471420408	249.865530675636	248.300338582101	262.884378661076	255.67230745683	324.258099528302	314.121543526146	312.690234856696	329.207282442094	351.046757842432	344.757044520711	346.535323330644	362.650427965702	364.053377085889	341.803711266667	351.743865142215	360.24532194453	318.53217764928	323.03380506359	318.06349861612
Ot04g01930	340.073609722455	340.464429725346	336.176026197891	350.17079978485	348.010970558598	340.605877674349	351.840832978197	363.277069023059	369.724436683924	314.077428681105	302.67983600723	287.049833848539	309.731203590788	318.659911714213	333.364890440449	321.459064194813	321.866289514514	333.574992202936	324.36141080235	337.91203846513	342.05854619511	321.147848246229	337.94778148611	325.883365747856
Ot04g02250	263.248026014327	225.510071431748	212.73701418782	242.973022668013	230.472313487284	221.985773740266	230.226205575977	218.711455294822	209.327905534734	193.268526587329	193.143698816174	186.269985858976	220.832655018888	215.997575035069	209.5067554916	347.219373259168	368.133115346754	363.720609609883	391.39210140834	384.129709260063	408.878074475762	353.11572239062	321.81142449349	330.082779667645
Ot04g02530	329.981252705546	319.577206641088	316.527624241632	331.909499124065	318.879549310538	317.788174240664	243.797657813345	250.999997755898	227.796213276161	314.942059510959	302.337306665429	314.553440305608	321.339468081263	332.56281578839	324.290686617077	319.515897812343	321.237651138965	327.163246411271	318.142181680835	320.541556978319	321.389456679912	318.440870181273	327.751607763753	328.472487116763
Ot04g01690	302.499301770834	269.610538108552	274.223434748954	269.472605120882	221.048270409842	211.035832804396	313.120502283827	290.265186533918	283.110842298034	320.279184208702	305.621945480472	292.122798682525	324.304894382238	315.856775768146	310.655513349049	338.832920015837	327.081562964131	319.534415781818	334.830585770519	334.324734007343	371.063206491761	317.837094182816	305.8207756169	303.195786576416
Ot04g02620	258.074301470695	212.46592493967	211.643127895318	238.992973015342	219.231562710571	218.746627039211	247.501559561969	238.16545716396	235.651231749551	255.391132681311	266.303678859877	271.022478469729	280.523330258112	287.838348185051	285.782349617357	366.382329686455	378.075683489784	373.101461108215	391.877261678407	371.025116165582	388.575838241154	333.103987047169	294.707088270579	290.38108170087
Ot02g03780	337.684804559461	342.88012261631	345.987648868576	351.000741327559	364.239836588584	371.52285763067	326.207519475631	334.264166674704	341.674193311329	344.981037679497	329.277184363408	321.777914644638	312.614219997641	316.813271263025	331.365131675616	285.401855548447	288.45059625076	304.415866485175	288.730116128375	292.908904948253	280.407446725778	309.050533434397	324.284725772454	319.741728566255
Ot02g04220	314.606430762086	339.183167155998	341.558346116099	317.464222095287	346.065346616066	342.226977415056	328.77432670165	336.011137402876	342.903755475668	303.776942222335	300.011665926239	310.305344911176	211.62152654138	188.404941705834	192.298439582637	184.707647113278	202.833865900045	213.634894773805	268.196567970285	268.796176541422	278.234098453148	307.257390472955	328.681025119184	NA
Ot02g04650	321.34211533618	332.028744259981	331.004832605152	306.8692346289	318.717866780097	320.465237216402	228.688109031662	232.595153313057	218.285219768577	297.070068081095	278.153032905379	270.813710641454	316.8393875231	330.007579821991	331.982809018814	311.019337961602	324.709000654844	322.108547168296	326.57594629611	351.330119040837	356.947190513925	317.215406859026	339.201670287119	339.579272183979
Ot03g01470	316.744782273291	308.313309340467	309.226663124905	297.593082718019	276.448937556073	279.018242726081	328.730764374486	283.556411565934	270.065739786047	342.318102923545	330.612219943739	329.215163546645	340.190919043465	338.084497686679	341.920904747352	331.468461876995	334.27485572679	338.669581280705	315.602909969634	311.488233415513	317.200527531928	314.560015087086	314.663857211644	311.425430339328
Ot03g01810	319.345237530324	330.448231229728	334.159054985722	309.751278027616	329.071827543685	330.314892482799	336.639276754497	338.525510905734	NA	291.229631297032	296.688526559357	298.666000815852	186.536792471797	168.976952143992	174.530929422525	153.501778629902	179.008435070607	184.597489372566	245.233756910169	253.577726768511	255.977934236242	316.174020177029	324.695177590846	319.888335519734
Ot03g02070	343.166850181745	312.649907669879	345.545909455466	341.358894370712	304.52273538082	357.739907097301	NA	325.385866459865	381.531123593354	253.811239194451	302.282690481898	306.764114677652	NA	308.370755349672	370.484268610532	NA	294.16466928336	337.325566979244	NA	294.083817036915	268.327175364245	NA	315.476463679833	338.06135305972
Ot03g01500	353.110958014671	352.540881686384	368.124151506132	343.658407594598	370.355717719559	379.405586517532	297.121026231218	305.538779673436	299.773641249888	308.96966951118	315.431760401355	311.137699119499	310.879958234513	306.90768236126	342.97517942418	310.661227590362	320.527736991594	329.982022782344	310.117937861609	328.347818141279	317.701353224567	335.777631215789	336.938664638783	341.944745343653
Ot03g01840	319.517861744242	310.052259728065	306.89480378794	322.498155021071	316.848843895872	313.047781454831	365.417951864547	396.911531417943	398.76163042786	317.388705796462	323.748314505563	299.879720762015	285.697708743137	303.611475068789	323.478962314267	313.306605581741	302.901621623771	308.779887144808	315.411889275257	301.299902690119	291.282266897671	312.082751462016	307.266802794366	301.257875415867
Ot06g00830	352.971095198021	369.212585041139	360.911698087834	354.029502229699	373.145369818181	373.606460551336	343.361532872043	374.228063439838	375.372403968624	313.153833102892	324.550684196352	306.764114677652	302.91051789087	305.652697039687	324.611077094034	291.930577051105	298.694893618426	313.12839152418	300.417748439832	318.145176541032	305.893911456081	323.306418235887	347.210294168384	341.753527872481
Ot03g02370	335.986104806268	315.659719152138	318.930887566994	351.870902015328	323.349000388663	311.364184236348	345.668438757309	353.506405897524	362.776288393486	346.881611033352	349.832642909429	331.5674263567	336.064773327711	348.758630356599	349.31567570229	344.722795241318	344.691612442469	341.536352388895	337.879944835901	344.346165593816	348.946805122316	324.744927216134	326.423601389462	322.943376135682
Ot03g01530	307.751431876687	297.991066525987	303.655506490248	308.410922265415	298.554191844669	293.734762234297	341.010777925304	350.166945016803	344.471729170231	335.160666914469	342.26373760092	348.41277423076	321.332380533518	329.972044453644	324.067943758149	311.532333970209	309.83007077811	316.283320623465	310.265344168124	313.666617538505	307.54758578678	316.091668877541	313.740988797038	319.466968722684
Ot03g01860	354.009191433084	348.476706750105	356.266780197329	368.225025243463	376.241193921379	374.329125270155	343.961120534591	373.44613358032	370.628375069679	309.67970451525	338.443222837864	330.533028454662	301.610383044215	292.946082778953	322.175976438268	292.58113234852	285.755481196108	306.286197758038	312.027424133556	312.152009516842	281.986726317937	313.898528138945	332.099122020296	339.964444928917
Ot01g00510	323.486102850109	315.025662880791	310.467531271148	352.480101600428	329.958186275021	320.193698770839	323.480660167518	316.386073351555	318.396475810326	333.236093957872	319.937911110532	318.244525426819	322.567564241618	319.1392668159	318.34454507361	300.452623543625	303.882352069474	300.963214685183	304.914550269987	295.259795632199	303.470959912614	302.300423198987	300.593600965081	300.384163766898
Ot03g02390	411.020677554494	286.665564430494	279.801762523555	407.651595527268	284.636470916233	284.238649697832	287.109475428136	272.727916184129	268.700972150955	261.3580680688	235.582274592918	214.578828675464	240.535876848796	180.680877936605	193.380601974395	327.389689162937	207.718324803253	214.296952619147	343.065664375302	244.178031404945	234.095044386417	364.190502985188	269.667295525438	267.316352232786
Ot03g01550	312.993827348495	314.167227864253	315.231523213888	290.837826271997	NA	313.486446778526	322.382790198776	NA	NA	278.646862820427	297.13167291812	NA	231.388277093521	228.441370026654	228.357436334849	225.543818567786	200.969565490283	215.569366176492	275.153536649881	264.777359625947	277.52479524967	302.812372766471	295.297606453549	293.069607641543
Ot01g00520	342.25708150358	322.710150528361	330.222595102736	326.300409420264	309.922237858886	309.609458656089	277.636935385913	277.341859012726	272.025212211688	270.880223643127	267.240993127763	271.907659448949	283.026361399808	280.143428037146	275.507571279646	303.943884738146	297.678812651472	305.072200056454	346.306923729021	350.995731444316	359.033626084611	344.282007379749	337.845879138973	347.279855524203
Ot03g02410	284.534518995507	244.579458216664	245.082832944439	262.05507883498	221.588872879141	225.543009034459	208.045939239633	201.923071141339	219.977607404432	299.2622930994	275.822667879086	281.551669432983	344.579943803324	346.512677558995	344.541960654737	362.919350687849	364.76813722015	375.033905136613	335.882741513676	324.816482517793	334.198578119286	298.427028803401	277.819344692706	289.512261354784
Ot03g01570	340.831790924445	338.162410126588	343.846792837294	315.185192964804	315.752616305175	314.214198670704	271.926559210933	273.017080906891	258.759985219918	299.942820225871	292.695753356215	301.559773890467	296.022071165759	293.764665056581	292.315039030503	295.457812019858	301.663371730208	310.748176039246	308.64345548652	327.98427743869	321.693880878259	333.873326606314	346.115325013347	358.272814363006
Ot03g01890	322.56490809212	327.576515788405	330.583833752888	326.211801267872	333.54817664332	341.097612135733	338.491252099444	355.55946663994	365.461383639496	326.377010647189	361.418547097934	371.720404628952	291.507731161126	273.868777793604	285.690540511847	274.404109991857	270.146762420625	287.059631587738	305.222367603416	305.870007080156	310.371889992356	308.272303931315	313.20518847404	316.646991245952
Ot01g00550	262.946572690317	330.882594969686	339.3440438627	276.531691514505	342.022090090097	338.5357325497	341.891170837797	347.893235182947	342.760185810803	341.274010139072	343.107457355332	340.143247040525	267.515257319759	275.740852067093	281.079810018058	193.809911906212	258.1891404167	256.139553830146	274.415770323749	327.907756895309	336.541986015719	256.151845888055	329.266380398395	335.467755988277
Ot01g03140	198.361259564184	179.328522836731	166.8857989466	202.438189666742	190.695788024776	195.601599317964	227.124310352215	229.591485204025	229.496308804088	353.612480856975	322.635632361702	324.649044308252	367.507821207168	384.430168583038	383.619220427262	340.79708625094	373.962560789442	373.80023102016	328.854639877474	336.398074857962	344.946518654022	261.583460543291	239.744976277487	249.718199994136
Ot01g03420	334.900224353222	325.403320241209	325.395027878216	326.866310986363	332.167290467882	328.759115872256	312.471599692288	308.901385349734	315.331108733466	309.387757095446	299.062759658763	292.169930434521	320.993282012842	318.844158700441	324.609904063212	337.848139416387	327.120847840959	324.387848574126	318.25562240715	310.305962136075	311.275948771112	319.447551936838	317.815825047799	312.901966561676
Ot01g03860	363.173245657214	326.333691171593	344.31889447147	350.110171623395	322.597859226397	345.923546509106	298.144364586044	328.34601873805	303.244426233882	289.666467884573	322.99994056967	319.033470117723	315.037705089501	316.839389757284	349.19398282829	296.045178064519	334.024789853436	336.103761353169	322.57802452171	322.495683592207	311.690213835456	316.231209255094	324.707209935424	323.483888310231
Ot02g02930	327.712811498715	327.657452217211	327.243175644712	344.312648958103	341.512679567154	342.519754918463	326.497217072315	319.699937693946	323.580054369298	333.856766498502	321.05573293107	314.995084112511	306.161484773347	301.339034124887	316.739450920502	277.575410136417	280.894448216251	285.992969246795	282.43404410869	286.513036573698	280.038856346181	301.3064798744	308.694452460857	303.640963681821
Ot02g03620	319.761227848286	321.424174927138	321.124404070018	335.46313809891	335.348028563734	334.292675998593	312.547811117366	293.123101969708	296.042599816375	342.892755450486	324.360388979404	319.094424596481	333.984501195751	327.701426814523	335.685767604624	316.979137492389	309.59030086695	325.74391018498	298.350944726802	298.549500185081	299.015501780766	301.057189557916	307.460499619432	307.257133668277
Ot02g04470	322.290848475486	322.318723164703	326.632708729371	308.495370873362	299.226793520148	296.132616642752	209.526375293095	173.904746878708	167.089338152388	325.136380673373	297.265006269284	291.230936018237	327.522971338644	334.031107661619	333.138032678598	328.715810813469	330.874867517967	327.556664727806	314.151476235908	326.290321110703	318.944543910292	324.461019907322	332.457925494378	325.145951832608
Ot02g02970	281.676426932732	289.882454613741	297.284030302475	317.882381552825	335.629300547328	337.708885182983	349.008786693321	352.443011956758	353.404590009086	336.204260211314	358.100221722743	369.34798492804	302.65735560734	300.127069994291	303.997563070319	257.360411740732	253.026654407913	271.195129957551	251.392096007023	240.943989265943	214.68169956237	263.253161264792	263.416929890617	257.326013951346
Ot02g03640	348.337579275018	349.289747240119	353.480789799546	354.880149176474	360.313166435459	353.082216504282	319.205375851843	313.673782270979	317.565267274611	312.020145710633	287.489267035925	279.647041836403	207.759985376275	175.517798182926	181.338625198244	176.123718365547	179.616726185974	172.450951739133	278.678122424614	274.850054391869	261.001307734757	330.823710736254	336.718944461965	330.906080878765
Ot02g04020	311.582377200975	301.557228522765	309.327344132264	299.896350888305	292.622898729116	300.142345783633	312.778080477931	282.249195368231	285.584700689706	326.325747720667	310.673180726799	310.772505373799	316.257918838518	310.649292959711	313.185146749036	307.037086457531	305.200669210022	307.741292475979	312.00735142506	306.398446020347	300.406109058683	318.731429667063	324.391111747156	321.796566032826
