ID	LD00	LD04	LD08	LD12	LD16	LD20	LD24	LD28	LD32	LD36	LD40	LD44	LD48	LD52	LD56	LD60	LD64	LD68
247502_at	1	1.1	2.6	1.1	1.4	0.9	1.1	1.1	2.2	6	0.8	2.8	1.1	1.7	2.2	4.7	2.2	2.6
247503_at	5.3	6.2	1.7	7.4	4.2	4.6	1.1	5.3	7.5	10.6	1.1	8.8	7.3	8.3	10	17.7	8.6	6.4
247504_at	3.3	5.2	1.8	3.3	2	3.9	14.3	21.2	16.7	16.2	12.1	15.7	1.8	5.7	10.5	2.3	2.4	2.7
247505_at	173.9	208.3	203.7	184	167.4	183.5	168.4	185.2	212.2	210.5	204.7	171.3	199.1	326.1	276.3	226.7	222.7	233.5
247506_at	167.9	202	155.2	157.2	113.7	115.6	173.4	146	191.3	153.8	213.1	141.8	117.7	170.2	128.7	132.1	117.4	139.2
247507_at	33.9	46.4	50.6	40.2	40.3	39.9	33.2	40	35.9	54.5	46.3	31	45.2	53.8	52.2	53.4	48.4	43.6
247508_at	160.2	123.1	60.4	41.5	47.1	64.2	200.4	168	199.2	161.8	165.3	165.1	154	183.7	129.1	113.5	140.3	127.7
247509_at	43.6	53.5	45.7	37.2	36.7	37.6	35.8	30.6	19.9	21.9	36.8	21.3	47.9	70.7	23.8	32.7	46.8	46.2
247510_at	24.5	25.5	30.6	29.7	20.6	20.9	23.2	27.1	32	21.9	33.5	16.8	1.2	30	27.4	26.2	36.6	21.2
247511_at	9.2	15.1	21.2	22.5	16.7	11.8	8.7	9.7	15.2	22.9	13.5	6.1	16.1	24.6	22.2	47.1	32.1	22.1
247512_at	0.4	1.5	0.6	0.5	0.5	0.6	0.7	0.4	0.7	0.4	0.5	0.4	0.8	1.1	0.9	0.9	0.8	1
247513_at	137.5	148.9	130.8	182.5	167.5	163.5	124.1	151.2	166.5	127.3	180.3	145.1	110.9	147	114.4	168.4	168.4	158.8
247514_at	45.3	46.8	51.2	41.3	42.5	52.6	38.7	35	37	32.4	35.8	36.2	29.2	36.2	29.2	41.7	35	26.8
247515_at	6.7	13.6	15.5	12.7	13.5	10.3	2.4	7.6	5.4	7.9	5.9	8.3	11.3	9.4	13.1	12.9	17.8	17
247516_at	8.8	12.4	9.3	12.3	2.3	5.7	10.1	5.3	7.1	12	2.6	3.7	10	2.9	17.1	5.1	4	15.5
247517_at	152.8	182	202.1	211.2	176	131.8	127.7	185.7	237.8	193.6	191	154.4	141.8	253.1	234.1	260.6	186.2	156.3
247518_at	8.7	6.9	6.4	7.5	8.7	4.9	2.4	6.8	11.9	10.4	1.6	4.2	8.7	12.2	7.6	2.4	11.8	12.5
247519_at	11	21.1	12.3	12.2	19.2	22.6	15	15.7	9.4	10.1	9.1	14.6	15.2	24	22.6	12.2	15.2	24.5
247520_at	106.1	186.8	176.7	165.7	186.7	121.6	121.8	135.8	133.6	161	170.4	117.3	95.1	152.6	127.3	122	155.9	128.4
247521_at	35.7	45.1	50.4	37.6	28.9	39.8	35.5	54.3	45	42.3	39.9	39.8	50.6	36.9	50.8	43.5	24.2	37.7
247522_at	56.2	97.2	69.4	60.5	53.2	58	46.7	75.8	81.8	69.8	78	72.5	42.8	50.9	52.7	66.8	55.2	41.4
247523_at	2349	2207.2	2061.8	2179.3	2223.2	2294.7	2421.7	2345.2	2283.9	2227.6	2223	2910.7	3092.2	2560.2	2521.5	2701.6	2834.9	2968.2
247524_at	98	28.8	46.2	40.7	70.7	113.7	84.6	99.5	23.4	65.4	16.5	122.1	92.3	20	55.1	36.2	82.1	143.1
247525_at	42.3	35.5	206.2	277.9	126.3	121.8	38.7	103.8	250.1	261.6	38.5	121.6	39.1	51.2	240.3	251.5	113.6	123.7
247526_at	2.8	5.8	1.8	0.7	0.5	0.9	2.4	3.5	4.2	0.4	4	2.8	0.4	8	9.2	17.9	7.8	5.2
247527_at	42.6	49.6	35.4	40.8	48.6	42.1	41.6	47.3	41	34.8	54.7	49.2	44.2	65.2	51.9	84.8	76.6	51.3
247528_at	1.4	1.5	1.8	2	1.8	1.1	4.3	6.5	8.1	10.4	2.7	9.8	1.6	2.9	2.1	2.4	14.3	3.2
247529_at	95.1	53.1	87.6	105.8	147.1	122.4	68.2	128.1	107.6	80.6	47.5	111.4	69	50.3	100.8	133.2	156.2	128.6
247530_at	12.9	12.8	14.5	19.8	12.5	17	13.7	15.5	10.4	17	5.4	10.2	34.1	32.8	31.3	35	35.7	28.5
247531_at	0.9	1.2	0.8	0.4	1.8	0.6	0.3	0.4	0.5	0.3	0.5	0.3	0.9	1.2	2.3	1.4	2.6	1.5
247532_at	29.7	24	22.9	17.4	23.7	36.1	29.4	29.3	14.4	16.4	21.4	16.4	24.8	31.4	22.1	21.3	29.7	21.2
247533_at	28.9	33.5	29.8	25.6	37.1	26.9	28.1	28.5	40.2	37.1	32.3	24.8	11.2	34.9	25.5	39.4	31.6	31.4
247534_at	88.5	101.6	92	107.9	97.3	109.5	85.4	104.1	108.9	117.7	108.2	106.3	94.8	125.3	129.1	104.8	122.2	118
247535_at	2.6	7.8	9.5	3.8	7.1	9.6	1.1	2.4	1.6	5.1	2.6	0.7	10.3	22.8	16.2	19.2	19.5	8.9
247536_at	0.8	1.5	2.2	1.2	1.6	1.1	1.5	2	1.9	2.9	1.5	0.3	0.9	14.5	4.2	0.8	2.6	7.7
247537_s_at	12.2	10.8	15.7	10.4	8.9	12	7.2	15.8	4.1	8.9	10.6	9.4	18	18.4	11.5	14.9	11.1	9.9
247538_at	6.8	12.6	13.2	10.9	8	4.7	4.5	2.3	7.7	12	7.5	8.7	15.4	9.9	19.3	6.8	14.2	12.7
247539_at	0.6	0.7	0.5	0.7	0.5	0.5	0.8	1	0.3	0.6	0.9	0.6	0.8	1.2	1.7	0.8	0.7	1.3
247540_at	572.1	127	291.9	62	437.5	666.1	437.8	360	47.1	309	142.4	522.4	492.8	101.6	226.2	61.1	477.2	504.5
247541_at	601.2	513.4	837	616.4	818	800.3	663.8	813.2	672.9	802.7	634	708.6	470.4	426.7	685.5	713.3	910.1	805.1
247542_at	133.1	135	143	147.3	141.9	154.6	126.3	163.6	120.9	128.8	137.9	160	134.8	140.3	134.2	146.2	133.2	115.2
247543_at	30.1	21.4	27.9	17.9	44.3	34.1	23.2	27.5	17.3	15.6	15.1	24.1	31.4	22.1	20.3	22.8	31.4	39.5
247544_at	659	633.9	403	328.7	286.5	569.1	749.5	301.9	271.4	358.1	664.7	514.7	1072.3	772.8	408.3	386.5	341.1	562
247545_at	112.9	102.1	143.4	142.7	128.1	129.2	96.9	145.7	137.6	154.9	96.2	144.3	118.5	126.7	166.1	153.8	159.4	141.2
247546_at	1.7	4.3	1	0.9	1.4	3.1	1	1.1	2.6	5.1	0.9	3.2	5.4	2.2	8.5	7.2	11	12.2
247547_at	20.7	26.5	44.2	27.5	31.2	28.5	19.5	28.7	26.4	26.2	21.7	23.7	36.9	32.9	52.9	47.4	40	53.2
247548_at	0.8	0.8	0.8	1.1	0.9	0.6	0.8	1.2	0.8	2	0.7	1.4	1.2	2.4	4.9	1.4	5	10.6
247549_at	326.9	375.1	318.3	375.7	414.7	440.6	275.5	359.3	440	352.7	405.1	368.9	343.7	464.4	460.3	468.3	535.9	569
247550_at	4.3	13.9	30.9	30.5	17.5	21.1	16	22.7	23.7	35.5	13.9	18.3	16.8	11.4	45	33.9	35.7	23.8
247551_at	63.8	52.8	52	56.3	46.8	73.3	67.7	54.4	48.8	52.2	48.8	36.3	96	48.6	81.7	64.5	53	62.6
247552_at	647.1	690.6	715.1	601.7	657.4	621.4	536.7	812.7	595.7	632.2	627.5	701.3	353.3	476.2	503.4	447.6	471.4	458.9
247553_at	24	15.1	21.9	19.1	23	23.7	19.8	14	22.9	11.8	10.7	16.7	34.2	10.2	12.3	49.1	28.7	29.4
247554_at	60.3	71.6	49.7	57.6	51	48.3	47.5	39	69.7	57.6	68.5	34.5	61.6	104.2	99.4	81.8	67.6	63.6
247555_at	73.2	96.4	90.8	121.4	67.8	77.2	62.3	115.3	129.4	114.8	116.6	116.4	193	225.8	183.2	246.1	119.2	171.7
247556_at	15.4	22.3	14.7	14.5	15.3	18.2	16	25.5	20.5	30.9	29.7	27.8	11.1	23.6	29.6	19.1	31.6	28.8
247557_at	0.6	0.7	1.1	0.6	0.5	0.8	0.7	0.5	0.2	0.2	0.4	0.1	1.3	0.3	0.5	0.4	5.7	0.3
247558_at	106.9	67.4	62.5	80.7	91	104.7	122.5	103	84.7	56.7	76.3	87	99	53.9	65.2	43.6	67.9	71.4
247559_at	8.6	10.4	13.5	11.6	7.2	6	13.8	7.9	9.1	13.4	16.7	7.7	24.5	17.7	4.2	1.7	18	1.1
247560_at	13.6	16.6	17.7	9.3	17.9	14.1	10.3	8.6	7.1	16.4	14.6	7.6	16.3	19.6	26.2	21.4	19.3	18.4
247561_at	0.4	1.3	1.3	1.9	0.9	0.9	2	5.2	0.8	5.3	0.4	4.8	1.7	9.5	2	6.2	1.1	5.3
247562_at	1.8	5.7	0.6	1.4	5.5	5.6	1	1.4	1.4	8.9	0.7	1.3	0.9	10.5	8.9	11.8	2.4	5.7
247563_at	268.8	220.1	123.2	187.8	229.3	254	289.3	180.5	156.2	139.3	195.7	255.5	166.1	107.3	110.1	100.8	129.1	173.5
247564_at	75.5	68	70.9	64.5	66.5	77.3	80.3	82	74	69.2	72.2	75.8	110.4	91.2	101	76.5	98.7	103.5
247565_at	84.9	66	62.5	67.4	63.6	75.4	56.8	72.6	76.3	73.7	84.2	89.8	46	70.9	79	61.9	83.7	66.5
247566_at	1150.4	1357.4	1488.3	1448.1	1182.1	1071.8	1259.1	1261.1	1543	1465	1526.3	1399.4	1363.1	1374.4	1604.5	1773.8	1415.7	1343
247567_at	18.4	19.1	11.5	29.2	22	13.3	18.3	27.5	32.5	26.7	24.7	23.9	9.6	22	21.1	21.4	32.5	30.4
247568_at	0.8	1	1.2	1.1	1	1.2	0.9	0.7	2.5	0.8	0.3	1.2	12.1	8.6	1.6	1.1	4.8	6.9
247569_at	183.2	275.4	250.4	244.9	260.3	210.6	171.7	201.3	200.5	227.2	258.1	188.4	161.5	257.9	257.7	213.8	192.8	209.5
247570_at	23.8	34.5	17.6	20.3	27.5	33.4	21.6	23	18.1	15	24.2	21.7	33.1	40.1	17.7	34.7	39.9	35.3
247571_at	262	196.4	179.2	276.7	262.3	256.6	215.4	282.9	332	240.4	229.7	255.1	137.8	162.9	128.3	174.1	151.3	181
247572_at	103.1	153	144.1	157.8	139.6	113.6	125.5	113.7	148	155.6	138.4	108.2	86.3	122.3	140.1	152.2	89.2	95.4
247573_at	2.2	0.7	19	1	0.7	0.6	0.6	0.4	0.4	0.5	0.9	0.8	2.9	0.9	2.1	2.4	2.2	2.8
247574_at	101.3	133.3	131.9	108.3	98.6	120.9	115.1	116.1	101.7	153.8	143.1	136.7	158.6	146.3	164.6	133	120.6	141.9
247575_at	45.3	106.9	156.7	131.6	104.8	53.3	71.8	102.9	102.7	153.9	115.3	83.6	35.9	84.2	107.3	102.1	44.6	64.3
247576_at	4.1	9.7	7.4	3.2	6.2	2.6	3.3	0.8	0.8	1.1	9.4	3.1	4.2	1.7	11.1	9	0.5	1.9
247577_at	14.5	28.6	53.5	35.3	22.7	12.4	8	15.9	29.5	36.3	21	19.6	13.7	27.9	57.4	43.3	35	32.9
247578_at	29.8	38.4	38.3	28.2	23.6	24.3	19.7	33.8	26.7	47.2	40.8	32.2	23.1	47	38.7	17.3	32.5	25.5
247579_at	3.3	5.7	2.5	4.2	2.9	4	1.6	3.3	0.9	1.9	3.5	0.3	0.8	0.9	6.2	11.8	6.8	1.2
247580_at	64.7	86.4	74.6	57.6	44.9	46.8	43.4	60	59.6	82.5	80.8	53.8	62.5	111.2	122.9	82	60.5	54.2
247581_at	3.5	7.5	6.3	9.7	9.4	7.7	7.4	0.8	2.8	4.4	11.2	14.7	10	19.2	8.5	11.2	2.2	9.9
247582_at	0.5	1.5	0.8	0.4	0.9	0.5	0.4	0.9	0.4	0.5	0.5	0.5	1	2.4	2.2	1.1	0.9	1.2
247583_at	186.4	201.5	187.8	214.1	265.6	236.9	235.1	215.1	210.9	205.3	195.6	203.2	291.2	182.9	204.8	223.2	252	260.5
247584_at	574	754.3	1056.4	976.9	716.7	565.1	679.2	795.4	854.9	1029	777.4	589.3	824.2	1439.1	1917.7	980.8	796.6	809.2
247585_at	170.5	179.3	180	65.2	114	168.5	194.3	113.4	52.1	174.1	123.3	157.7	247.9	195.6	233.6	68.4	125.5	181.1
247586_at	21.4	40.9	38.7	21.6	31.6	33.4	43.4	20.2	18.6	15.8	24.7	20.2	27.4	35.8	30	36.1	28.3	35.3
247587_at	218.4	147.7	195.9	189.9	221.8	205.5	204.9	226.1	182.3	169.4	121.7	211.8	157.1	140	157.3	160.3	171.2	159.1
247588_at	333.2	342.7	399.5	416.4	431.3	319.1	317.4	495.5	443.9	433.9	331.4	443.4	303.5	306.1	390.6	437.5	418.4	360
247589_at	152.6	130.8	115	142.7	170.5	149.2	180.2	189.8	167.8	144	156.6	190.3	141.3	165.6	115.2	183.7	190.2	196.3
247590_at	17.7	21.4	19.6	15.9	17.8	26	14.5	14.8	18.3	18.6	17.7	18.3	38.2	32.2	30.2	35.6	23.8	32.9
247591_at	4.7	2.9	2.3	2.5	7.3	10.3	2.7	1.9	1.4	1.7	13.1	1.4	2.2	3.5	3.8	3.3	3.7	2.4
247592_at	15.7	19.4	21.2	12.8	20.3	22.3	17.7	28.2	11.7	17.2	15.5	15.8	8.8	22	17.4	30.1	42.5	7
247593_at	268.7	335	287.1	312.2	186	220.5	294.7	297.3	387.6	306.7	371.4	276.9	270.8	354.2	322.1	308.4	241.6	258.8
247594_at	33.8	26.1	25.1	31.6	45.1	39.3	27.3	34.7	37.2	25.4	26.5	24.8	32.4	24.1	30.3	40.9	44.3	35.4
247595_at	66.7	70.8	63.3	69.1	75.3	69.1	73	74.3	75.2	67.6	61.2	53.8	59.4	85	92.1	77.8	96	101.2
247596_at	26.8	67.1	40.8	34.4	26.9	18.9	21.7	3.5	35.1	41.1	64.8	20	12.6	117.9	76.1	64.2	14.1	42.1
247597_at	77.4	75.7	47.8	31.8	46.4	44.1	58.7	46.9	29.6	73	60.9	47.7	54.4	55.9	57.3	14.1	34.3	38.5
247598_at	3.6	35.7	36.7	34.5	45.6	34.8	36.1	43.8	45.5	42.4	38.6	37	36.7	71.8	49.3	44.7	56.9	45
247599_at	15.1	13.8	17.2	16.6	14.5	9.8	25.7	18.3	27.7	27.8	29.6	44.1	24.8	48.8	32.8	38.2	46.8	29.9
247600_at	64.3	136.3	112.7	114	92.5	69.7	63.8	80.7	131.5	91.4	148.1	79.5	70.1	139.7	88.5	96.7	69.1	85.3
247601_at	219.6	111.1	65.3	54.1	57.5	74	145.3	68.6	53.5	88.3	119.2	106.6	314.1	169.3	133.5	94.9	103.7	129.6
247602_at	14.9	40.4	78.2	179	58.3	32.2	16.9	43.5	134.9	94.2	32.5	26.3	36.9	65.3	111	140.9	66.9	64.5
247603_at	23.2	43	35.6	32.9	20.7	23.6	27.6	36.6	37.4	45	39.8	25.7	26.7	46	56.3	44.1	32	24
247604_at	23	22.9	25.6	56.7	87.8	52.1	17.5	57.3	59.6	19	18	38.4	11.8	6.3	22.2	26.1	48.3	42.5
247605_at	41.7	38.6	30.8	25.2	32.4	39.4	44.7	31	27.2	31.9	43.6	33.7	56.3	33.2	35.1	27.8	36.4	34.8
247606_at	77.2	92.9	103.5	121.2	75.8	78.2	76.4	89.9	152.8	135.7	127.8	74.2	85	166.1	133.4	165	136.1	84.7
247607_at	82.9	153.9	153.8	157.2	118.8	91.2	124.2	112.3	157.3	184.7	189.1	87.4	134.6	136.7	165.9	137.5	125.3	142.4
247608_at	101.6	147.6	144.1	124.1	96.2	131.7	120.4	139.1	162.9	198.4	198.2	120.3	93.4	129.1	121.6	107.1	72.9	101.1
247609_at	56.3	73.1	66.8	51.7	56.7	67.7	71.4	81.2	75.4	79.6	59.4	93	36.7	70.1	80.5	75.7	55.4	52.7
247610_at	12.3	14.1	15.1	12	16.2	16.1	11.4	11.3	8.5	10.2	14.4	6.6	22.4	22	18.2	19	21.5	14
247611_at	144.1	62	115.9	119.2	143.7	171.1	135.5	179.9	125.3	139.5	84.6	183.6	126.7	87.8	123.6	130.7	182.9	182
247612_at	16.1	13.6	22.4	13.3	13.2	10.8	12.4	15.3	15.9	23.7	18.9	9.7	20	36.5	43.5	41.7	24.6	27.7
247613_at	10.8	16.5	13.6	16.6	13.2	16.1	8.7	6.8	9.4	13.7	11	4.4	12	26.8	16.2	15.3	18.1	10.6
247614_at	0.5	1.1	0.7	1.2	0.6	0.5	1.7	0.2	1	0.8	0.8	0.3	2.1	0.6	1.3	1.6	2.2	0.8
247615_at	8.5	1.5	2	1.5	5.5	7.5	2.2	6.6	6.1	5.6	9.2	10.6	8	6.1	2.1	10.8	17.3	2.5
247616_at	8.4	3.9	8.2	4.4	5.4	10.9	7	3.1	3.2	1.7	3.8	3.7	14.9	21.4	19.5	16.8	18.3	21.9
247617_at	26.6	17	17.9	18.8	28.7	26	21.4	21.4	16.7	11.7	10.3	32.6	18.4	13.2	17.4	31.3	21.9	32.1
247618_at	1.5	2.2	2	1.5	1.6	2	0.7	3.2	1.2	3.7	1.1	1.2	1.4	4.5	1.8	2.3	2	1.5
247619_at	8.2	6	2.5	0.8	3.3	1.9	11	5.5	3.3	1.6	7.8	0.5	1.1	2.3	5.2	2.3	2	3.7
247620_at	3	2.8	4.4	2.9	14.7	4.1	2	3.2	7	10.7	3.3	2	7.4	5.2	7.9	4.5	3.8	10.4
247621_at	7.4	4.8	14.6	4.7	11.2	6	7.1	11.1	2.1	9.1	2.5	7.6	17.1	20.4	12.1	15.7	4.6	19.9
247622_at	5.3	10.3	8.7	9.4	6.2	5.3	4.5	0.5	9.1	1.2	5.2	1.5	17.7	21	3.3	15.4	3.5	3.7
247623_at	6.1	7.4	1.3	1	7.3	1.4	6.9	3.9	4.6	4.3	5.1	0.9	11.5	12.3	10.8	4.4	11.1	11.5
247624_at	202.6	251	230.2	258.9	265.6	240.9	186.5	262.7	243.8	214.3	226.7	225.3	213.2	254.3	277.9	260.2	286.5	284
247625_at	26.5	44.5	34.3	24.5	25	28.5	35.8	33.5	31.9	33.6	28.4	34.2	37.7	31.1	42.3	27.9	31.9	29.7
247626_at	31.5	76.9	68.9	55.4	39.2	40.8	47.4	49.1	36.1	39	57	41.2	23.6	56.8	27.3	36.2	36.1	43
247627_at	1682.1	1474.2	1554	1828.2	1515.5	1672.4	1284.5	1716.9	1663.5	1401.4	1241.3	2061.9	1116.6	1068.9	1041.2	1379.1	1220.8	1258.7
247628_at	41.1	27	23.3	33.2	37.1	45.8	35.7	36.9	22.1	25.1	31.5	40.7	26.8	31.4	25.3	21.9	39.8	40.5
247629_at	44	36.6	15.4	14.2	14.4	22.8	58.3	43.7	47.3	33.8	41.7	47	22.2	48.3	36.5	33	6.8	35.6
247630_at	144.6	148.1	110.6	109	120.8	133.6	160	138	135.7	133	163.5	152	122.3	147.7	122.5	111	135	128.3
247631_at	3.3	9.8	6.9	4.6	8.9	5.8	7.2	3.3	1.9	6.1	1.3	6	2.2	13.4	7.1	15.8	20.5	14.6
247632_at	28.3	30.4	33.1	40	28	33.1	26.4	41.9	39.9	29.5	35.9	26.7	34.5	27.2	46.8	62.5	41	36.9
247633_at	17.3	15.5	15.7	7.1	17.7	17.2	12.2	14.2	7.1	13.2	11	5.1	12.2	30.7	13.6	10.1	10.5	16.3
247634_at	2.7	1.4	7	4.4	1.3	0.9	1.1	3.1	1	4.1	3.6	0.7	1.5	4.7	1.5	2.8	1.4	1.5
247635_at	45.5	60.8	71.4	71.7	71.5	67.4	69.3	72.3	80.5	63.7	62	65.1	101.3	92.1	119	110.7	137.9	100.5
247636_at	112.7	101.5	104	109.3	110	112.9	117.3	104.1	98	108.9	107.4	115.5	99.3	94.4	90.7	97.7	109.6	105.3
247637_at	1026.6	1059.5	1045.8	1087.8	1086.8	1071.3	1138.1	1281	1195.4	1174.5	1276.4	1286.7	1188.3	1234.5	1277	1040.1	1116.1	1083.9
247638_at	40.5	40.7	45.6	34.4	39.6	52.3	45.1	46.1	38.7	34.1	34.7	36.1	54.7	51.7	54.5	46.1	51.6	58.9
247639_s_at	0.1	0.3	0.3	0.1	0.5	0.3	0.2	1.8	0.7	0.2	0.1	0.1	0.4	1.1	0.3	0.3	0.6	0.6
247640_at	4.7	5.1	6.5	3	7.6	6.6	3.7	7.3	4.4	7.2	7.5	5.2	4.3	17.4	9.4	15.2	6.5	5.2
247641_at	115	80.3	183.6	252	202.1	173.5	119.8	186.4	268.6	230.3	89.3	191.4	158.3	114.1	222.7	226.1	206.4	173.8
247642_at	49.6	52.2	49	50.3	58.8	42	50.5	46.6	55.5	43.9	47.2	37	36.2	38.2	22.6	31.9	34.5	30.4
247643_at	57.3	52.6	42.6	53.4	58.8	62.2	58	60.4	51.2	52.7	56.1	61.6	54.2	43	63	47.9	76.6	75.2
247644_s_at	3452.3	3647.9	3963.1	4095.7	3629.1	3553.1	3853.7	3874.9	4079.9	4215.1	4120.6	4208.8	5901.7	7343.6	6701	6935.6	6432.9	6191.7
247645_at	2.8	5	1.2	1.9	7.9	5.8	3.1	1	1.8	1.1	2.7	0.8	9	3.8	14.1	1.8	19.5	12.3
247646_at	10.8	8.5	5.9	1.9	9.4	12.4	17.1	10.2	4.7	4.4	3.3	6.4	17.9	14.3	12.2	15.9	19.3	15.3
247647_at	10.7	14.6	14.6	10.1	15.2	11.6	9.1	10.5	7.9	11.1	5.9	11	20.4	24.9	25.6	22.6	30	21.3
247648_at	18.4	13.4	5.8	4.3	4.6	17.4	18.7	15	9.7	22.3	28.7	18.6	27.1	23.5	27.3	1.7	16	44.4
247649_at	20	25.7	18.2	23.7	16.4	20.7	17.9	17.4	22.2	29.3	27.9	12	16.3	16.6	12.1	18.3	18	15.5
247650_at	164.2	138.1	141.8	119.5	130.5	139.1	197.7	124.9	104.7	103	121	120.3	269.9	173.8	192	158.3	159	266.3
247651_at	538.7	745.3	904.4	1083.1	885.7	719.9	631.9	914.1	1163.4	1177.9	1028.8	829.8	783.7	1086.5	1246.5	1245.7	970.8	836
247652_at	477.2	617.3	703.3	680	587.2	469.2	443.2	598.5	693.1	822.9	731.3	559.7	359.5	503	520.1	621.4	483.4	424.7
247653_at	181.2	202.6	222.7	193.5	224.4	191.3	153.9	186.4	218	235.2	207.9	168	89.3	132.4	135.1	123	115.9	103.4
247654_at	1032.6	1410.5	1456	1481.2	1251	991.3	1263.9	1162.2	1373.4	1519.4	1548.1	999.6	1254.8	1607.8	1544.5	1444.5	1162.9	1201
247655_at	15.5	3.3	21	14.2	12.9	13.3	12.1	7.8	12.2	6.7	13.8	9.2	29.1	26.2	16.9	28.7	17	21.1
247656_at	764.4	697.7	755.9	685.3	773	754.2	733.4	670.4	580.9	697.2	659.1	658.4	811.4	743.3	723.7	760.1	870.7	832.1
247657_at	21.1	37.2	31.4	26.7	21.8	28.5	20.6	9.9	18.5	28	23	16.7	41.6	21.8	28.2	27.1	17.5	27.3
247658_at	1168.4	1030.2	978	1042	1186.1	1165.4	1090.8	1165.4	1098.6	952.9	1038.3	1235.3	1157.5	1112	1172.3	1396.2	1317.2	1328.4
247659_at	12.3	19.2	27.3	21.1	15.6	18.4	16.9	23.9	23.8	24.9	24.3	14.3	17	27.1	41.3	31.7	17.8	7.9
247660_at	1.1	2.5	5.5	2.7	6.4	1.2	1.8	1.1	3.5	0.6	1.7	7.1	3.1	9	6	2	1.8	1.5
247661_at	1.3	2.8	2.3	0.4	0.8	2.2	1.2	6.4	3.8	1.1	1.1	1	1.4	7.3	5.1	5.5	11.4	19.4
247662_at	0.9	1.4	0.7	0.6	3.4	2.5	0.4	4.2	0.5	0.5	1.1	3.3	1	0.6	1.7	1.4	0.9	9.7
247663_at	0.4	0.4	0.4	0.3	0.5	0.7	0.2	0.4	0.4	0.5	0.8	0.3	0.6	0.8	0.7	1	0.9	0.6
247664_at	35.9	50.9	49.4	41.7	40.7	40	33.4	36.7	39.6	36.8	40.6	29.2	47.2	69.8	66.8	33	38.4	38.3
247665_at	3.9	3.8	1.7	6.8	0.7	1.2	6.5	3.3	1.2	2.3	1.3	0.9	2.7	13.4	7.3	15	2.3	1
247666_at	5.1	8.3	0.2	0.7	5.4	4.5	7.7	2.8	2.7	4.1	1.1	3.2	6.2	12.4	7.1	1.4	8	3.7
247667_at	8.1	14.5	15	18.3	12.3	16.8	19.2	17.8	18	23.2	22.5	12.2	15.4	27.2	29.3	27.6	28.6	20
247668_at	10.2	2.4	88.2	99	28.1	19.7	6.5	28.5	78.9	93.3	1.5	12.2	19	11.6	115.7	132	17.1	34.1
247669_at	106.9	106.5	77.4	82.1	84.3	91.6	119.5	131.6	123.1	85.4	137.1	113	83.5	85.1	68.7	74.6	76.6	75.4
247670_at	34.7	26.9	24.5	21.6	30.6	31.9	35.4	28.3	21.1	24.6	22.8	24	27.3	12.9	26.2	25.9	32.9	17.8
247671_at	37.4	57.9	53.1	51.2	50.3	53.6	35.2	73.2	61.3	66.5	50.1	63.1	59	83.1	68.6	62.2	77.8	80.6
247672_at	10.6	18.2	15	7.4	4.9	8.4	3.4	9	7.8	7.9	7.5	7.1	10	24.2	14.7	0.9	10.1	8
247673_at	60.5	42	36.9	35.9	51.9	56.9	62.9	52.1	30.3	33	44.7	35.4	73.7	33.7	29.7	43.1	39.5	51.5
247674_at	5.3	1.1	1	0.2	2	6.9	0.7	0.9	0.6	0.8	0.6	0.4	2	2.2	1.7	1.7	7.8	14.9
247675_at	30.7	31.6	29.5	24.6	33	32.8	30.6	38.8	18	26.9	33.3	23.7	32.5	52	39.5	31.8	35.3	53.5
247676_at	14.2	13.5	13.1	14.7	12	12.3	11.5	14.1	17.3	22	17.1	13.6	25.7	22.9	19.9	17.1	15.7	18.6
247677_at	206.4	219.4	201.1	202.2	211.3	195.7	177.7	222.9	205.7	225.1	215.5	199	216.3	275.9	230.8	227.1	243	222.2
247678_at	7.6	12.2	15.3	7.5	12.9	20.3	12	9	10.2	8.5	10.2	2.4	24.8	35.6	34.7	27.1	19.8	23.5
247679_at	86.5	322.3	261.4	230.2	278.2	214.6	58.4	233.7	241	313.6	281.5	153.1	45.8	261.3	173.6	152.9	134.9	123.9
247680_s_at	3.1	0.8	1	1.1	2.8	0.5	3.6	5.2	1.2	2	6.8	1.7	5	1.1	3.7	1.8	4.6	0.9
247681_at	5.5	5.1	1.4	2.5	1	1	1.3	1.8	2.7	1.8	3	0.9	2.5	9.7	3.5	3.3	1.9	3.1
247682_at	1.7	8	6.7	6.6	8.8	1	6.8	11.1	1.7	7	9.6	1.7	3.6	10.3	14	10.4	3.7	13.5
247683_at	9.4	21.6	22	9.6	10.1	11.6	9.5	10.5	13.2	16.5	16.1	7.9	11.5	16.4	29.5	10.5	8.6	9.5
247684_at	28.1	28.8	50.4	347.9	150.1	73.1	24.1	128.1	377.4	100.3	32.9	80.5	15.4	45.3	139.8	351.3	107.6	93.4
247685_at	27	20.1	11.3	12.8	13	29.6	18	12.7	11.6	6.2	6.1	5.1	23.1	18.2	21	3.2	15.9	14.5
247686_at	1.9	7.9	4.1	6.9	1.8	5.8	2.1	2.7	2.3	8	3.6	7.6	7.9	6.5	6.3	9.8	7.7	7.4
247687_at	35.6	38.4	28.6	34.4	36.7	45.5	54.1	37.8	28.9	32.8	46.1	30.1	53.3	37.9	35.4	33.1	44.9	43.8
247688_at	1.6	5.8	10.2	3.5	2	2.8	0.7	4.1	4.4	5	2.8	1.5	7.5	5.1	14.9	1.6	1.6	1.3
