Protein.Name	Gene.Name	Uniprot.ID	mRNA.ID	ZT00	ZT02	ZT04	ZT06	ZT08	ZT10	ZT12	ZT14	ZT16	ZT18	ZT20	ZT22	ZT24	ZT26	ZT28	ZT30	ZT32	ZT34	ZT36	ZT38	ZT40	ZT42	ZT44	ZT46
UPF0317 protein C14orf159 homolog, mitochondrial	9030617O03Rik	E9QMK9;Q8BH86;Q8BH86-2;F7CUW7	1424226_at	8.661871488	8.374755227	8.497948191	8.764591008	8.691221507	8.754496052	8.844785516	8.728938348	8.594469583	8.541026488	8.698399477	8.477453958	8.764222574	8.702172397	8.967377957	8.796276057	8.980101749	8.960373814	8.959312393	8.9321973	9.019032608	9.031240019	8.849535852	8.864622554
Beta-glucuronidase	Gusb	Q6IR10;P12265;Q99KJ6;Q8BPE3;D3YY48	1448124_at	9.025518541	8.550837405	8.829205003	8.459458916	8.490788241	8.571226749	8.70825539	9.030266614	8.742307226	8.865150036	8.95472448	8.433179678	8.495978512	8.552698266	8.346823304	8.416252852	8.508236625	8.723427105	8.96588196	9.001367643	8.78634073	8.958476917	8.848990203	8.93279131
Ral GTPase-activating protein subunit alpha-2	Ralgapa2	A3KGS3;E9Q4R6;A3KGS3-2;F7CGP0;F7AI67	1455750_at	7.082225231	6.986106614	6.977848235	7.824504167	8.210403925	8.144163146	7.466711478	7.306370649	7.052049359	6.784549103	6.900627131	7.246275724	7.114655046	7.612802878	8.17622661	7.499492108	8.390840326	8.02693917	7.438313719	7.323626397	7.599285949	7.127322626	7.42100177	6.781675474
	Mup7	A6PWS2	1420465_s_at	15.1446539	15.1466195	15.10451513	15.15249751	15.190269	15.18581698	15.14323388	15.12365775	15.15561857	15.05086382	15.13680671	15.14449292	15.13468013	15.190269	15.190269	15.18581698	15.13756853	15.09114587	15.11981264	15.14217613	15.1066417	15.1651109	15.190269	15.15451247
Lck-interacting transmembrane adapter 1	Lime1	Q9EQR5;F6QX71	1416869_x_at	5.359752773	5.670010529	5.609792256	5.545722287	5.514612556	5.843352629	5.800743323	5.923325747	5.799129616	5.724402895	5.892221409	5.94784789	5.581825429	5.544357997	5.473495831	5.498964594	6.096792762	5.439083604	5.648109786	5.62671623	5.837827439	5.702789371	5.867228621	5.833191965
RNA exonuclease 4	Rexo4	Q6PAQ4;A2ALB2;A2ALB1	1434113_a_at	7.666693215	7.511391875	7.269521157	7.664038523	7.896812986	7.892942385	7.879719833	7.940120559	7.802098906	7.820818332	7.612461297	7.53111571	7.289389827	7.493318447	7.445666429	7.253406873	7.950874915	7.457476879	7.869990933	7.838810507	7.851259064	7.85517004	7.790562497	7.877533233
Endothelial cell-selective adhesion molecule	Esam	Q925F2;D3Z5Y0;D3Z5S5;D3YV70	1460356_at	7.700203355	7.590295809	7.819991926	7.68004494	7.678461929	7.718039119	7.853157074	7.678204669	7.515284981	7.556564236	7.543511733	7.827386878	7.617132854	7.775681649	7.693720047	7.948236825	7.665093732	7.700145387	7.812872993	7.567310515	7.779447944	7.665852093	7.72654806	7.817055755
Protein angel homolog 2	Angel2	Q8K1C0;Q8K1C0-2;Q8K1C0-3;F6SBQ6;Q8K1C0-4;Q8K1C0-5	1448360_s_at	7.326342595	7.075508491	7.071195459	7.26813945	7.331131619	7.426922633	7.672969866	7.735551991	7.554676177	7.407686352	7.654812835	6.992789623	7.0387796	6.96050724	7.097177615	7.171044485	7.542732433	7.623174965	7.629495141	7.61727038	7.58720939	7.34162581	7.374587724	7.348696198
	Tmed7	D3YZZ5;E9Q7G1	1427314_at	10.7656091	10.95314351	10.87973369	10.85841809	10.78815744	10.75593714	10.70236055	10.91105813	10.66283512	10.80618927	10.93165186	10.65174712	11.02498587	11.02400404	10.91882432	10.90337056	10.69035769	10.90372265	10.68669576	10.93395227	10.31421009	10.44784114	10.53965872	10.08412015
N-alpha-acetyltransferase 50	Naa50	Q6PGB6-4;Q6PGB6;E9QNF4;Q6PGB6-2;Q6PGB6-3;Q6PGB6-5	1428409_at	9.699588725	9.932618962	9.91524619	10.06003021	10.39219139	10.51432625	10.22426211	10.2061878	9.904138833	9.932887459	9.840281745	9.953184055	9.812089803	9.826343821	9.958246647	10.12735359	10.55218787	10.3613541	10.20027871	10.14327494	9.996784967	9.977808217	9.813324893	9.833593934
ATP-binding cassette sub-family F member 3	Abcf3	Q8K268	1426748_s_at	6.330239356	6.551713295	6.388507718	6.09388822	6.071859492	5.917552967	6.093013328	6.328891845	6.338102158	6.385480537	6.452378505	5.95779822	6.106972815	5.967161914	5.841072734	5.963163506	6.108870398	6.129805189	6.000883084	6.180518301	6.420514961	6.377973474	6.371285728	6.646477752
Cysteine--tRNA ligase, cytoplasmic	Cars	Q9ER72;Q9ER72-2;F6UYH5	1452394_at	7.635677332	7.335474062	7.986557909	8.049599342	7.654461775	7.833333461	7.708309635	7.504907451	7.112953591	7.544583726	7.379928501	7.839251616	7.492748561	7.896511507	7.549888078	7.658711997	7.509670182	7.363682708	7.545851973	7.486649297	7.063747681	7.212757941	7.233021571	6.783406164
Transforming protein RhoA	Rhoa;4930544G11Rik	Q9QUI0;Q9CR99;P62746	1443768_at	4.130414093	3.940481414	3.720234446	4.123203564	3.842771207	3.679116908	3.891705728	3.623006392	3.961170586	4.278644995	3.885617946	3.711096521	3.882971519	3.619336874	3.925136274	3.707717248	3.67302814	3.725871362	3.676618353	3.756285106	3.796323543	3.980964383	4.237953147	3.946027866
Ras-related protein Rab-1A	Rab1A;Rab1	P62821;Q5SW88;D3YX72;Q5SW87;D3Z5G6;Q5SW86	1448210_at	9.954427158	10.07338469	9.961610488	9.924926877	9.840936742	9.868378413	9.94537189	10.27708287	10.06200842	9.998560314	10.35384563	9.550591036	9.755300173	10.09846593	9.793869622	9.711977417	9.875357514	9.68132809	9.962243928	10.18263655	10.04915452	10.01784724	10.11083156	10.06039129
Eukaryotic translation initiation factor 1A, X-chromosomal	Eif1ax	Q8BMJ3	1419736_a_at	9.481736132	9.365564437	9.399196011	9.357886706	9.30751004	9.385204718	9.374399438	9.394328201	9.55539465	9.376568402	9.581694786	9.288529317	9.254979177	9.331960738	9.221740583	9.24860527	9.298795271	9.245245153	9.722839078	9.566487448	9.638782451	9.520150869	9.44077744	9.588084032
A-kinase anchor protein 2	Gm20459;Akap2	F7AA26;A2API8;O54931;O54931-2;O54931-3;F8WH21;O54931-4;O54931-5;Q3UZT2;G3X9P1	1449168_a_at	6.827200565	6.715858195	6.734091105	6.581716801	6.773229844	6.56370093	6.677185545	6.980149614	6.815991777	6.805999965	7.164478987	6.781313712	6.741625718	6.883927016	6.49769035	6.683284082	6.774931181	6.85695498	6.823622356	7.007912333	6.738464447	6.985498726	6.715828219	6.906891624
Coatomer subunit beta	Copb2	O55029	1452102_at	10.49642317	10.51894534	10.51106305	10.36814783	10.30959022	10.35399074	10.37791047	10.5737582	10.43578429	10.28770213	10.38391701	10.39229297	10.45627812	10.46967128	10.37907807	10.36671529	10.33485276	10.47188943	10.38969345	10.51295817	10.2328467	10.07471954	10.23341964	10.11328441
Keratin, type II cytoskeletal 72	Krt72	CON__Q6IME9;Q6IME9;CON__Q14CN4-1;CON__Q32MB2;CON__Q7RTS7;CON__Q3SY84	1419840_at	5.34704686	5.720505218	5.411053011	5.222034932	5.265962154	5.58335715	5.30089672	5.151402512	5.205910988	5.58335715	5.404032988	5.198107744	5.363836213	5.452611452	5.437583804	5.506626824	5.334436636	5.410382431	5.18902651	5.306206194	5.038715083	5.18825883	5.2438421	5.23885409
SOSS complex subunit C	Ssbip1	Q3TXT3;Q3TXT3-2	1429242_at	4.458544652	4.014079479	4.22482507	4.705061367	4.517279982	4.344450513	4.522949332	4.391869288	4.362579676	4.313362109	4.740266365	4.4681613	4.415421913	4.571918147	4.194521261	4.403603093	4.489031453	4.40444541	4.759199954	4.458508274	4.576493091	4.729518776	4.575638575	4.649878111
Proteasome subunit alpha type-3	Psma3	O70435;E0CYL6;F8WH02;E0CZ34	1448442_a_at	12.2231051	12.21256657	12.2060662	12.27963886	12.26474178	12.22856102	12.28217879	12.26794335	12.2431944	12.12308633	12.23121417	12.23577163	12.01929694	12.23597625	12.09329665	12.16351467	12.29580006	12.17168946	12.44856994	12.34144687	12.37009468	12.12504615	12.22313376	12.19342592
Acyl-CoA-binding domain-containing protein 5	Acbd5	E9QNH7;Q5XG73;Q5XG73-3;Q5XG73-2;E9Q289;E0CXU7	1428236_at	11.72392937	12.0365085	11.65116419	12.29840814	12.41887023	12.36987609	12.06218739	11.82770132	11.80015102	11.79412622	11.6206512	11.91518269	11.77810675	11.94600958	12.16252157	12.30902695	12.46136681	11.9191067	12.00881424	11.96567431	12.04558452	11.84364618	12.13263604	11.77299177
Translin	Tsn	Q62348	1448516_at	8.344605735	8.28143717	8.372268773	8.210710337	8.190579894	8.141301929	8.342193795	8.532712344	8.196006725	8.221549467	8.293143734	8.096119876	8.286285205	8.297725021	8.333285144	8.265527798	8.237021852	8.179625805	8.409949243	8.375172467	7.969690462	7.774717499	8.031404553	7.883361476
Protein S100-A11	Gm7665;S100a11;Gm5068	G5E8Y7;P50543;F6SJ35	1460351_at	8.168295038	8.003188949	7.860876541	7.836082954	7.770989283	8.021402389	8.013671913	7.92928239	8.272151476	7.868382919	8.252569605	7.893138652	7.822749654	8.091218824	7.965040747	7.869223879	7.961192149	8.09167738	8.233356363	8.064895918	8.282704907	7.878720027	7.909194917	8.272912818
Frataxin, mitochondrial;Frataxin intermediate form;Frataxin mature form	Fxn	O35943	1427282_a_at	8.743471238	8.680730793	8.700755014	8.572466867	8.70117723	8.575528129	8.75464644	8.636478722	8.690256643	8.726321343	8.579253907	8.961724103	8.708472732	8.772931969	8.736152253	8.839418339	8.631131509	8.635442921	9.007895135	8.653970851	8.956216508	9.007896877	8.834943694	9.038318044
Keratin, type I cytoskeletal 18	Krt18	CON__P05784;P05784;CON__H-INV:HIT000015463;A1L317;CON__O76014;CON__O76013;CON__O76015;CON__Q497I4;Q497I4;B1ATJ5;CON__A2AB72;CON__Q14532;Q6IFX3;D3Z6B1;CON__Q15323;CON__Q9UE12;Q62168;CON__Q14525	1448169_at	11.65985531	11.65958498	11.67387293	11.49512667	11.24541416	11.18003285	11.45230284	11.1046772	11.79052978	11.38915082	12.46310905	11.42157706	11.58566997	11.63935846	11.60516997	11.59638546	11.38368125	11.31364302	11.26439922	11.23354768	11.60329835	11.42683253	11.3911756	11.42526784
Leukemia inhibitory factor receptor	Lifr	P42703;P42703-2	1425107_a_at	11.29191593	11.55535668	11.87618524	11.78016247	12.08709428	12.09069096	11.41528997	11.33869142	11.36628863	11.80712013	11.49266077	11.20277525	11.73754952	11.98330438	12.10221832	11.75625559	11.8085049	12.11821629	11.61547987	11.30529942	11.28520229	11.82425411	11.69262929	11.63614493
3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	Oxsm	Q9D404;D3Z6F9	1429699_at	6.459034308	6.352422038	6.471224178	6.532358215	6.341336484	6.348301321	6.217129517	6.272879073	6.022246159	6.151255411	5.851828451	6.259215003	6.201069347	6.337393834	6.312984678	6.21213011	6.223568774	6.007819286	6.035931172	6.087851658	6.061273156	5.998062321	6.060263445	6.297735204
3(2),5-bisphosphate nucleotidase 1	Bpnt1	Q9Z0S1;D3Z0E6;D3Z5X0	1449211_at	10.5045328	10.40245113	10.4114896	10.31003584	10.35921161	10.21463078	10.29488041	10.53705938	10.50385123	10.54800602	10.39074085	10.1982563	10.16159012	10.37695153	10.22417924	10.05958371	10.23578203	9.909002251	10.22318528	10.39217624	10.4500681	10.48285219	10.47768164	10.33183333
WD repeat-containing protein mio	Mios	Q8VE19	1424804_at	6.57472634	6.676759625	6.690430929	7.160578609	6.828467536	6.908076259	6.806404149	6.84026792	6.506234278	6.600539143	6.633286416	6.692970305	6.29093199	6.785591573	7.002198187	6.703617052	7.059920304	6.642949862	6.669329571	6.369220161	6.21113344	6.484339388	6.177598167	6.109450628
60S ribosomal protein L27	Rpl27;Rpl27-ps1	P61358;G3UWF4;A2A4Q0;E9PV49	1448217_a_at	11.1770836	11.13197171	11.18119658	11.13636578	11.13927446	11.12910998	11.32034191	11.46992064	11.29221608	11.32211212	11.22048315	11.140913	10.94181549	11.1975481	10.95881496	10.98659172	11.04354027	11.03931117	11.26477626	11.28807463	11.51402756	11.59081961	11.35671122	11.55301817
Phospholipase B-like 1	Plbd1	Q8VCI0	1448786_at	9.486377734	9.560735955	9.525375836	9.591151829	9.682396189	9.563718327	9.691926284	9.628941931	9.957324706	9.600518813	9.753055294	9.889837517	9.771539831	9.549799281	9.742736954	9.537293819	9.683877483	9.65762131	9.472567549	9.824805622	9.612619782	9.491294799	9.473594331	9.497962072
Transmembrane 9 superfamily member 3	Tm9sf3	Q9ET30;Q8C6F5;Q3UH23	1460186_at	10.23976063	10.46977466	10.36283336	10.52682431	10.59908618	10.38806891	10.32473661	10.54514221	10.26677237	10.27332227	10.07600532	10.04513023	10.19095662	10.44006355	10.26531428	10.40634596	10.30995294	10.23435253	10.45125652	10.49990495	9.949572144	9.888346532	10.05960608	9.709205794
ATP synthase subunit alpha, mitochondrial;ATP synthase subunit alpha	Atp5a1	Q03265;D3Z6F5;D6RJ16	1449710_s_at	12.94363678	12.888424	12.88850802	12.91800494	12.9163569	12.94262136	12.96728087	13.01284347	12.86883646	12.88366771	12.75168936	12.84518393	12.86539431	12.86814805	12.88570052	12.85574779	13.01419888	12.88524025	12.96637923	13.00765287	12.89381219	12.771336	12.81809711	12.82556352
Exocyst complex component 2	Exoc2	Q9D4H1	1428470_at	7.423424138	7.323642708	7.342142183	7.365842046	7.319403939	7.381866937	7.384565988	7.40077415	7.489908893	7.258833875	7.169168756	7.339279424	7.056621328	7.317320326	7.652687413	7.345657404	7.606567048	7.353574509	7.244969753	7.316915897	7.401489838	7.280739092	7.319612869	7.723001644
Adipocyte plasma membrane-associated protein	Apmap	Q9D7N9	1452159_at	8.753788628	8.665652956	8.813467846	8.875644697	8.913039299	8.850531859	8.853463927	8.969967476	8.88228414	8.737577389	8.59501867	8.582014269	8.264017606	8.624858293	8.567296252	8.748729271	8.651564828	8.577278298	8.629533694	8.726215694	8.545983767	8.751360253	8.567625265	8.325201683
Lysosomal acid lipase/cholesteryl ester hydrolase	Lipa	Q9Z0M5	1423140_at	10.1456594	9.849803589	9.921867824	9.760130671	9.63705173	9.712222607	9.714511992	9.707451582	9.82355012	9.941019707	10.43074163	10.66720487	10.4599531	10.5542333	10.35945781	10.5697526	10.02376007	9.807555431	10.6640159	10.30414013	10.67420405	10.80355953	10.68032129	10.74254391
Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial	Idh3g	P70404;Q3TKM5	1416788_a_at	10.43030627	10.43945974	10.5234795	10.65373415	10.61959182	10.59083268	10.53889921	10.63830502	10.39643333	10.28873067	10.36678805	10.33499778	10.38271881	10.40565611	10.50484721	10.39141599	10.69437767	10.61349886	10.40954221	10.39075026	10.29767704	10.30251039	10.15225062	10.40966986
ADP-ribosylation factor 5	Arf5	P84084	1422807_at	9.238567242	8.999917846	9.227854615	9.258385211	9.137343247	9.118169732	9.322560033	9.255670685	9.193497074	9.257136657	9.501555502	9.371196392	9.342140631	9.314405271	9.187372847	9.612269904	9.35647623	9.432602004	9.599555756	9.625370188	9.34955432	9.4225268	9.268890454	9.396445511
Bile acid-CoA:amino acid N-acyltransferase	Baat	Q91X34	1419002_s_at	10.66900806	10.55865282	10.66852243	10.73700326	10.61145706	10.57232928	10.68011892	10.69759996	10.54814688	10.7492439	10.53226786	10.73134853	10.80580649	10.82943424	10.67806358	10.82189222	10.69788955	10.5876233	10.61854542	10.74611248	10.67009854	10.82612217	10.96171474	10.76075225
Obg-like ATPase 1	Ola1	Q9CZ30;B1AYJ9;Q9CZ30-2	1432151_at	4.256419526	4.478097878	4.83231147	4.258526198	5.022023193	5.008219358	5.003566575	4.692034438	4.780933496	4.27712258	4.493177362	4.981666494	4.408860629	4.282954684	4.256138592	4.63011873	4.505656961	4.42535602	4.627963088	5.002800604	4.588322988	4.787546847	4.666465536	4.89871447
Lon protease homolog;Lon protease homolog, mitochondrial	Lonp1	E9Q120;Q8CGK3	1428365_a_at	9.764549155	9.724577419	9.855555407	9.820390636	9.819191206	9.918750349	9.81537245	9.791005347	9.744277845	9.699831692	9.9526066	9.961001919	9.83342912	9.922308518	10.00000933	9.95265359	9.989516049	10.03810122	9.892208787	9.973932428	9.883130943	9.968381107	9.927418486	9.840541197
Dihydrofolate reductase	Dhfr	P00375	1430750_at	4.896665616	5.002080665	5.546137138	5.961427352	5.85007548	5.758197755	5.358360299	5.154216968	4.607342687	4.950102978	4.668833226	5.372600077	5.133690874	5.271301774	5.422533976	5.632516837	5.98930051	5.332849901	5.410736941	5.095486504	4.936260942	4.803585393	5.16585795	4.742168128
40S ribosomal protein S15a	Rps15a;Rps15a-ps1	P62245;F8WJ41;D3YXU0;D3YVB4;D3Z712;D3Z7W9	1453467_s_at	12.85655074	12.78265932	12.75097457	12.84178578	12.86237579	12.79119013	12.87137497	12.89867063	12.94435475	12.90965235	12.86888818	12.66235422	12.63626598	12.80715503	12.67316397	12.70225527	12.75803419	12.65886797	12.88422735	12.88183802	13.01027081	12.9299818	12.80700906	12.90894018
Microfibrillar-associated protein 1	Mfap1	Q9CQU1	1449445_x_at	8.135990612	8.049745048	8.016734744	8.3086104	8.399948751	8.310077288	8.390559894	8.322883411	8.3724711	8.447582512	8.165779783	8.207329036	7.914731972	8.080933944	8.128273519	8.002658578	8.204000209	8.241555912	8.160010977	8.016469184	8.111501343	8.26252207	8.293983379	8.323811895
Syntaxin-binding protein 2	Stxbp2	F8WGM5;Q64324	1448341_a_at	8.241388298	8.093019218	8.31311199	8.305567587	8.27756248	8.312873262	8.321919183	8.310754353	8.337359077	7.981940366	8.304633485	8.309997821	8.074310914	8.205429277	8.296640918	8.386072011	8.219916421	8.381794632	8.450577924	8.227701892	8.163137053	8.093016319	8.054172109	8.036180875
DnaJ homolog subfamily C member 11	Dnajc11	Q5U458;E9Q8B3;A2A8D1	1439763_at	3.765743261	3.919847565	3.773829604	3.640291303	3.701102651	3.699238848	3.84595415	3.748926906	3.980342089	3.675027277	3.926825626	3.846621817	3.992354837	3.953479724	3.784193267	3.987752278	3.694900687	3.828208934	3.716668223	3.944897116	3.808397594	4.058904589	3.828857072	3.915542343
Casein kinase II subunit alpha	Csnk2a1	Q60737;A2ANR6	1419037_at	8.649937495	8.494073753	8.494827522	8.829444514	8.741804784	8.627908058	8.594467256	8.681834167	8.353114305	8.420736673	8.592725767	8.273898888	8.498721594	8.626697716	8.690096087	8.601885044	8.746526795	8.603422692	8.375414689	8.555338018	8.279194941	8.036213712	8.29161332	8.127458378
Ubiquitin-like protein ISG15	Isg15	Q64339	1431591_s_at	7.518108394	7.74411405	7.901888686	7.825079001	7.246276552	7.488674612	8.437263254	7.498859112	8.841353265	8.263549583	8.738700692	8.591537236	7.385927891	7.554181945	7.536596178	7.324514541	7.276776692	7.259167927	7.783166186	7.556660668	9.110043713	7.689096548	9.235125522	10.08919059
Putative oxidoreductase GLYR1	Glyr1	D3YYT1;Q922P9	1451994_s_at	9.454483335	9.301956159	9.37618076	9.549058408	9.494707681	9.317679127	9.570296466	9.497739625	9.381390364	9.269861444	9.603060824	9.243959479	9.359595416	9.425183409	9.469976236	9.415333226	9.385358545	9.58052556	9.528103566	9.537645401	9.436559504	9.386852122	9.429195789	9.35853811
DNA ligase 3;DNA ligase	Lig3	P97386;Q80ZH7;Q3UC82;P97386-2;B1AT03;Q3TJN5;Q3U0I5	1437198_at	7.065370435	7.213880155	7.18746941	7.128546636	7.125086208	7.220985783	6.920809688	7.019721616	7.209210867	7.299077302	7.468535317	7.114018353	7.377996485	7.356358633	7.208587919	7.239957119	7.14108248	7.140907833	7.058289976	7.298893106	7.134762759	7.258885203	7.028644485	7.46319487
Hepatocyte nuclear factor 4-alpha	Hnf4a	P49698;P49698-2;E9Q0V2;B9VVT7;E9QPS1;Q059V1;Q9WUU6	1427000_at	10.41130231	9.903736895	9.998047608	10.35375816	10.67437055	10.59324259	10.88205009	10.85687575	10.57554204	10.38643206	10.69521731	10.55137837	9.795054229	10.64583062	10.47084294	10.65528649	10.58357608	10.16428798	10.90862603	10.65328318	10.49556319	10.5659423	10.55041207	10.3403691
Leucine-rich repeat-containing protein 16A	Lrrc16a	D3Z024;Q6EDY6;Q6EDY6-3;D3Z030;E9PU95;F7AI27;E9Q3Z9	1451804_a_at	7.306380012	7.634109859	7.262562277	7.912146976	8.178704626	8.048620836	7.474647138	7.359014315	7.164047818	7.407686352	7.85998984	7.525464165	7.321410787	7.489366817	7.383015342	8.04427812	7.899221492	8.032034621	8.182041563	7.200804563	7.373553104	6.760265566	7.549868667	7.493249099
	Sult5a1	Q91X36;D3Z6D1;Q3UQP7;D6RH78	1449816_at	7.441910496	7.467792097	7.494236107	7.462532155	7.62971549	7.760222626	7.450401219	7.35770273	7.492752739	7.448215915	7.084378874	7.089681588	8.099655384	7.607413559	7.923876264	7.168156854	7.83882111	8.012123436	7.481206714	7.679286476	7.216415447	7.903676573	7.814646064	7.830298243
	Slc4a1ap	E9PX68;E9Q585;Q5BKS1;E9Q1Q0	1437758_a_at	6.722693326	6.570272588	6.486259454	6.798291098	6.757864377	6.714038752	6.863918023	6.98074817	6.603542211	6.628097088	6.785099627	6.538406807	6.734908747	6.821796486	6.783103984	6.718878915	7.046373693	6.764039938	6.738645329	6.943985742	6.73307556	6.754000654	6.694008641	6.850025588
	Tex264	E9Q137;Q3TXY2	1425068_a_at	9.206516474	9.080806448	9.187791574	9.392228383	9.433698719	9.44208519	9.299290879	9.318235214	9.326987925	9.231209797	9.301981315	9.281619169	9.186277315	9.383601452	9.403026495	9.463071923	9.518775175	9.406070672	9.388442406	9.390267417	9.304679719	9.61388812	9.364374348	9.379747979
Peroxisomal membrane protein 11A	Pex11a	E9Q4E8;Q9Z211	1419365_at	9.390028497	9.14596796	9.430706905	9.748065784	9.929696051	10.22173736	10.13358979	9.961235659	9.865551712	9.767786463	9.200245971	9.769461025	9.405241524	9.5806262	9.675824029	9.600573114	9.940892157	9.579264354	9.98402431	9.780531475	9.879818426	10.19730144	10.07779944	9.849175015
RAC-beta serine/threonine-protein kinase	Akt2	Q60823;F8WHG5;D3Z3N2;D3YXM7;D3Z490;D3Z5X2	1421324_a_at	6.849192783	6.626347191	6.859648197	6.900389081	6.744001479	6.941429568	6.918038277	6.927701645	6.886354751	6.778418107	6.604060856	6.814023899	6.730824031	6.851471757	6.67263577	6.963582631	6.764156688	7.045331194	7.016230749	7.049179606	6.655653501	6.663386359	6.749339822	6.332050233
Serine/threonine-protein kinase WNK1	Wnk1	P83741-3;P83741-2;P83741;P83741-5;F8WHP4;P83741-4;P83741-6;F7CZC4	1433676_at	10.20924876	10.24901899	10.10780547	10.15270239	10.08105215	10.08521858	10.01286538	10.08279672	10.23281936	10.14400299	10.20694091	9.993403328	10.1283801	10.15313244	9.965778407	10.00766307	10.03664145	9.980579857	9.767557306	9.926296555	9.939846093	9.952781281	9.910323945	10.06350474
Serine/threonine-protein kinase 16	Stk16	O88697;D6RHS1;D3YXM1	1426160_a_at	8.965301657	8.676138617	8.754831009	8.805490271	8.736987378	8.793460348	8.653678986	8.692926254	8.669269317	8.793085839	8.787960833	8.711387398	8.626369846	8.707833265	8.720098883	8.773969981	8.742518227	8.567702523	8.856200144	8.610898692	8.656128748	8.722766768	8.809957949	8.669269317
Proliferating cell nuclear antigen	Pcna	P17918;E9Q7Z3	1417947_at	10.13606629	10.11390548	10.14351505	10.05910447	10.03668352	10.04679668	10.27095499	10.29252504	10.46052953	10.23927208	9.812301257	10.24791648	10.07119809	10.04593217	9.967512307	10.00273729	10.21298628	10.1452574	10.68093158	10.51316783	10.54100926	10.107336	10.15874192	10.27213883
Cyclin-dependent kinase inhibitor 1B	Cdkn1b	P46414;Q8BG74	1434045_at	8.151235195	8.076540907	7.868363246	8.360020024	8.282099837	8.249840417	8.130180602	8.027933654	7.88116042	7.806133785	7.830298444	7.895473494	7.865069945	8.329286939	8.171428331	8.286275315	8.309292069	7.54194071	7.844164769	7.882559973	7.935297374	7.787659422	8.017721458	7.809525426
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	Stt3a	P46978;D3YZN5	1455824_x_at	11.19961508	11.26221799	11.24722681	11.04065227	11.21516972	11.07797641	11.08647597	11.56079914	11.45610102	11.26847943	11.11453616	10.91048262	11.04007463	11.20459922	11.08315059	11.04199521	11.09892348	11.03262426	11.09373806	11.34024305	11.30694776	11.31166716	11.43740409	11.27281182
Rho-related GTP-binding protein RhoG	Rhog	P84096	1422572_at	8.177081303	7.938417189	8.110935354	8.233230664	8.135506043	8.285773841	8.227007247	8.054868956	8.394160546	8.145321127	8.518122618	8.493012191	8.363821579	8.300014074	8.295477777	8.252019265	8.324826034	8.15464561	8.143344877	8.153564549	8.352889167	8.453841484	8.382888238	8.468010435
Ankyrin repeat and LEM domain-containing protein 2	Ankle2	Q6P1H6;Q6P1H6-2;Q6P1H6-3	1434721_at	8.097159969	7.917924757	8.14651189	8.30195457	8.407033301	8.313314971	8.351901197	8.098730052	7.78386646	7.876688937	8.064570689	7.958804805	8.034347791	8.183311153	8.256273303	8.477187821	8.405472231	8.199688269	7.874224498	7.683533945	7.851449107	7.812769546	8.076289167	8.012455272
Hematological and neurological expressed 1-like protein	Hn1l	Q6PGH2	1433696_at	8.719348072	9.11169986	8.817312997	8.560663037	8.49044246	8.188122253	8.292147533	8.606230933	8.468100036	8.794362514	8.670339141	8.473821101	8.61838565	8.939257105	8.45849027	8.472778622	7.979790943	7.714952248	8.599343472	8.479983101	8.715640986	8.576143286	8.55895604	8.546119897
	Glt28d2	Q8BML3;Q9D8C3-2;Q9D8C3;E9PX10	1455455_at	6.721415042	6.765296013	6.965396338	6.943565486	6.715013381	6.539243426	6.169783414	6.02252675	5.736037382	6.104964918	5.449736319	6.816963481	6.550610209	6.907914416	6.734980465	6.982686108	6.27304855	5.733624315	5.968296295	6.03365165	6.106427947	6.512463283	6.619556161	6.523135244
Leucyl-cystinyl aminopeptidase	Lnpep	Q8C129	1433747_at	8.746520349	8.99629126	8.750034574	9.085742524	9.072842306	9.125264495	8.840313831	8.762500564	8.966549673	8.723091904	8.891901671	8.592796835	8.731106469	8.825635803	8.989339377	9.159486599	9.191160478	8.868717397	8.566905261	8.658347062	8.753732699	8.486120686	8.746681892	8.445430639
ADP-dependent glucokinase	Adpgk	Q8VDL4;Q8VDL4-3;Q8VDL4-2	1437848_x_at	5.247481171	5.625382414	5.632416802	5.673945127	5.762126016	5.937984877	5.791870594	5.791980228	5.752278524	6.09596472	5.810637064	5.301962652	5.492209153	5.751124572	5.491472964	5.504066013	5.808109297	5.390791738	5.602412928	5.962677317	5.672416455	6.097072169	6.060855983	5.936603232
	Cyp4f13	Q99N19;B8JK07;Q3V1F1	1418767_at	8.913410959	8.827597356	9.131648658	9.259433275	9.223661909	9.056169276	9.124361746	9.005689892	8.979562439	8.99236818	9.045862121	8.964966148	8.930508524	8.987263875	8.919364185	9.195725166	9.227843934	9.001392107	8.795294556	8.816211184	8.925835013	9.296121073	9.193709013	9.084992635
Trafficking protein particle complex subunit 6B	Trappc6b	Q9D289	1428177_at	10.10212237	10.18290807	10.24305176	10.24701882	10.15198979	10.23072342	10.22199027	9.95993943	10.06717027	10.07083087	9.97842352	10.24113913	10.07048029	10.03992791	10.10003687	10.14574093	10.17948568	10.25575633	10.14434209	10.04717126	10.10274853	9.845287624	9.9822481	9.891889162
